"gene","module"
"Gohir.D08G047100","brown"
"Gohir.A12G218600","blue"
"Gohir.A03G063900","turquoise"
"Gohir.D12G159100","blue"
"Gohir.A03G141600","blue"
"Gohir.D02G172200","brown"
"Gohir.D12G227600","brown"
"Gohir.D06G147500","brown"
"Gohir.D05G266000","turquoise"
"Gohir.A07G028200","brown"
"Gohir.D12G236600","brown"
"Gohir.D13G026800","brown"
"Gohir.A01G142101","brown"
"Gohir.A06G080833","brown"
"Gohir.A11G090900","yellow"
"Gohir.A11G148700","blue"
"Gohir.D04G154200","yellow"
"Gohir.A02G081300","brown"
"Gohir.A05G276000","blue"
"Gohir.D09G131500","blue"
"Gohir.A06G187300","blue"
"Gohir.A07G213860","turquoise"
"Gohir.A05G388500","turquoise"
"Gohir.A10G016400","turquoise"
"Gohir.D01G212100","blue"
"Gohir.A01G209200","turquoise"
"Gohir.A08G182500","blue"
"Gohir.A10G054600","brown"
"Gohir.A13G028000","brown"
"Gohir.D05G236500","turquoise"
"Gohir.D05G236300","turquoise"
"Gohir.A05G059100","brown"
"Gohir.A01G215200","blue"
"Gohir.A08G120600","brown"
"Gohir.A03G130900","brown"
"Gohir.D07G032300","brown"
"Gohir.D02G099900","brown"
"Gohir.D02G125200","turquoise"
"Gohir.A06G001600","blue"
"Gohir.A11G170100","turquoise"
"Gohir.D03G029900","turquoise"
"Gohir.D06G151100","turquoise"
"Gohir.D12G194300","turquoise"
"Gohir.A05G234000","turquoise"
"Gohir.A12G260900","brown"
"Gohir.D01G191000","brown"
"Gohir.D08G026700","turquoise"
"Gohir.D12G180400","brown"
"Gohir.A05G119500","brown"
"Gohir.D12G222600","turquoise"
"Gohir.D09G152500","blue"
"Gohir.D12G274600","turquoise"
"Gohir.A13G205150","blue"
"Gohir.D05G225300","turquoise"
"Gohir.A11G292500","turquoise"
"Gohir.A10G039550","blue"
"Gohir.A12G220300","turquoise"
"Gohir.A13G004100","turquoise"
"Gohir.D07G235000","blue"
"Gohir.D11G056400","brown"
"Gohir.D02G023400","turquoise"
"Gohir.A05G234300","turquoise"
"Gohir.D09G223150","brown"
"Gohir.D11G025400","blue"
"Gohir.A11G046966","blue"
"Gohir.A08G036400","brown"
"Gohir.D13G210100","blue"
"Gohir.D03G169900","turquoise"
"Gohir.D03G102400","turquoise"
"Gohir.D03G112366","turquoise"
"Gohir.D05G371900","turquoise"
"Gohir.A05G242700","turquoise"
"Gohir.D08G175900","turquoise"
"Gohir.A05G317100","brown"
"Gohir.A02G110200","blue"
"Gohir.A11G115600","yellow"
"Gohir.A09G133700","brown"
"Gohir.D12G059900","blue"
"Gohir.D13G114200","brown"
"Gohir.A11G168500","yellow"
"Gohir.D13G026000","turquoise"
"Gohir.A03G121076","turquoise"
"Gohir.D05G150200","brown"
"Gohir.A03G057700","blue"
"Gohir.A13G225600","blue"
"Gohir.D05G344900","blue"
"Gohir.D08G134800","turquoise"
"Gohir.D05G006200","yellow"
"Gohir.D13G103006","blue"
"Gohir.A03G035400","brown"
"Gohir.D02G029700","turquoise"
"Gohir.D01G198300","turquoise"
"Gohir.A03G176000","brown"
"Gohir.A09G125900","turquoise"
"Gohir.A11G268900","turquoise"
"Gohir.D08G033100","brown"
"Gohir.A03G071100","blue"
"Gohir.D05G318900","brown"
"Gohir.D11G027000","brown"
"Gohir.D13G230700","blue"
"Gohir.D12G108400","brown"
"Gohir.D10G046700","yellow"
"Gohir.D05G006300","brown"
"Gohir.D11G025525","blue"
"Gohir.D03G139700","brown"
"Gohir.A13G027200","turquoise"
"Gohir.D07G198900","turquoise"
"Gohir.A10G005300","blue"
"Gohir.D12G261800","brown"
"Gohir.A13G233000","brown"
"Gohir.D01G055100","turquoise"
"Gohir.A06G101400","brown"
"Gohir.D07G168200","turquoise"
"Gohir.A07G099700","brown"
"Gohir.A01G222600","blue"
"Gohir.D13G014700","grey"
"Gohir.D02G225300","turquoise"
"Gohir.A06G182900","brown"
"Gohir.A03G102000","turquoise"
"Gohir.A07G030200","turquoise"
"Gohir.A10G048100","turquoise"
"Gohir.A03G060000","brown"
"Gohir.A01G000800","blue"
"Gohir.D11G136000","blue"
"Gohir.D11G017700","brown"
"Gohir.D12G197800","brown"
"Gohir.A11G151200","blue"
"Gohir.A11G027800","brown"
"Gohir.D01G190600","turquoise"
"Gohir.A08G014900","turquoise"
"Gohir.D02G009400","blue"
"Gohir.D06G006400","blue"
"Gohir.D05G249800","turquoise"
"Gohir.A03G053800","blue"
"Gohir.D08G017100","brown"
"Gohir.A11G053000","brown"
"Gohir.D11G068900","turquoise"
"Gohir.D12G099700","brown"
"Gohir.A07G107400","brown"
"Gohir.D13G160600","yellow"
"Gohir.A03G002400","turquoise"
"Gohir.D08G033600","yellow"
"Gohir.A07G128000","brown"
"Gohir.A13G181850","turquoise"
"Gohir.D11G095600","yellow"
"Gohir.A09G157200","blue"
"Gohir.D01G071850","blue"
"Gohir.D08G267400","brown"
"Gohir.D11G008700","brown"
"Gohir.A07G078400","turquoise"
"Gohir.A02G171900","turquoise"
"Gohir.A05G147700","brown"
"Gohir.D10G071232","blue"
"Gohir.D11G029466","turquoise"
"Gohir.A05G388300","turquoise"
"Gohir.D10G020300","blue"
"Gohir.D03G097600","blue"
"Gohir.D12G144100","blue"
"Gohir.A09G134901","blue"
"Gohir.D03G008200","turquoise"
"Gohir.D01G023409","blue"
"Gohir.A05G198700","yellow"
"Gohir.D03G069001","blue"
"Gohir.D07G173300","brown"
"Gohir.D06G193500","blue"
"Gohir.A04G022900","brown"
"Gohir.A03G149300","brown"
"Gohir.D03G020700","blue"
"Gohir.A13G205400","turquoise"
"Gohir.A05G181400","blue"
"Gohir.D13G044200","brown"
"Gohir.D02G192900","turquoise"
"Gohir.D03G166600","brown"
"Gohir.D09G107700","brown"
"Gohir.A01G158000","turquoise"
"Gohir.D07G183500","blue"
"Gohir.A05G199916","brown"
"Gohir.A04G026900","turquoise"
"Gohir.D08G071000","brown"
"Gohir.D05G073101","turquoise"
"Gohir.D07G016000","brown"
"Gohir.D05G249500","turquoise"
"Gohir.A09G030900","turquoise"
"Gohir.D05G203200","brown"
"Gohir.D05G232200","turquoise"
"Gohir.A06G057900","turquoise"
"Gohir.D07G010700","blue"
"Gohir.D03G129500","brown"
"Gohir.D12G111300","brown"
"Gohir.D08G088500","turquoise"
"Gohir.A08G023100","yellow"
"Gohir.A05G155300","turquoise"
"Gohir.A05G234200","turquoise"
"Gohir.D10G194600","brown"
"Gohir.D11G155600","blue"
"Gohir.D05G361300","turquoise"
"Gohir.D06G184500","turquoise"
"Gohir.D13G238600","brown"
"Gohir.A06G032680","blue"
"Gohir.D02G193000","turquoise"
"Gohir.A02G124000","turquoise"
"Gohir.D12G034600","brown"
"Gohir.D09G156700","turquoise"
"Gohir.A08G109100","brown"
"Gohir.A06G022800","turquoise"
"Gohir.A08G055100","blue"
"Gohir.D09G183400","turquoise"
"Gohir.A05G130700","brown"
"Gohir.A09G212800","brown"
"Gohir.A03G000200","turquoise"
"Gohir.D11G074300","brown"
"Gohir.A10G226600","brown"
"Gohir.D09G036900","turquoise"
"Gohir.D09G023500","turquoise"
"Gohir.D11G063600","blue"
"Gohir.A07G021875","brown"
"Gohir.A03G109800","blue"
"Gohir.A08G246300","brown"
"Gohir.D10G096700","brown"
"Gohir.A12G035100","blue"
"Gohir.A12G104400","brown"
"Gohir.A09G161000","turquoise"
"Gohir.D09G224900","brown"
"Gohir.D11G054400","turquoise"
"Gohir.D03G008400","blue"
"Gohir.D02G134600","blue"
"Gohir.D10G182600","blue"
"Gohir.D12G077400","yellow"
"Gohir.A10G143500","turquoise"
"Gohir.D03G028000","brown"
"Gohir.D11G158100","blue"
"Gohir.D02G028200","turquoise"
"Gohir.D05G203000","brown"
"Gohir.A11G294400","turquoise"
"Gohir.A02G033500","brown"
"Gohir.D05G120500","brown"
"Gohir.A12G059500","blue"
"Gohir.D11G092200","blue"
"Gohir.D10G144400","blue"
"Gohir.A05G005600","brown"
"Gohir.D11G090400","brown"
"Gohir.D12G095500","blue"
"Gohir.D09G020100","turquoise"
"Gohir.A13G144200","turquoise"
"Gohir.D11G028000","turquoise"
"Gohir.D07G122132","turquoise"
"Gohir.A08G158800","turquoise"
"Gohir.D11G222800","blue"
"Gohir.A03G100200","turquoise"
"Gohir.D05G236600","turquoise"
"Gohir.A10G015900","turquoise"
"Gohir.1Z057300","turquoise"
"Gohir.D11G221900","turquoise"
"Gohir.D02G142000","brown"
"Gohir.D05G159600","blue"
"Gohir.A10G008900","turquoise"
"Gohir.D08G175800","brown"
"Gohir.A10G162900","turquoise"
"Gohir.D05G159400","turquoise"
"Gohir.D02G176200","brown"
"Gohir.A07G016200","brown"
"Gohir.D08G217300","brown"
"Gohir.D05G356900","brown"
"Gohir.D04G135800","brown"
"Gohir.A06G107200","blue"
"Gohir.D11G013500","grey"
"Gohir.A09G149800","blue"
"Gohir.D02G087333","blue"
"Gohir.A06G148800","blue"
"Gohir.D13G046600","turquoise"
"Gohir.D06G056200","turquoise"
"Gohir.A08G081200","turquoise"
"Gohir.A09G195200","brown"
"Gohir.D01G152500","turquoise"
"Gohir.D03G086300","turquoise"
"Gohir.A05G138200","turquoise"
"Gohir.A03G004050","blue"
"Gohir.D07G175700","blue"
"Gohir.D09G161200","brown"
"Gohir.D06G019063","blue"
"Gohir.A13G233266","grey"
"Gohir.A12G167700","brown"
"Gohir.A12G201300","brown"
"Gohir.D12G172200","brown"
"Gohir.A05G018200","blue"
"Gohir.D11G142100","blue"
"Gohir.D12G007900","blue"
"Gohir.D02G192800","turquoise"
"Gohir.D02G205600","brown"
"Gohir.D06G049301","brown"
"Gohir.D03G009000","blue"
"Gohir.D05G244200","turquoise"
"Gohir.D13G003900","turquoise"
"Gohir.D04G063800","brown"
"Gohir.D07G082000","brown"
"Gohir.D05G239300","turquoise"
"Gohir.D01G100000","brown"
"Gohir.A04G096000","brown"
"Gohir.A03G196700","turquoise"
"Gohir.D05G315800","turquoise"
"Gohir.D01G103300","turquoise"
"Gohir.A03G168300","turquoise"
"Gohir.A03G166100","brown"
"Gohir.A05G199948","brown"
"Gohir.D06G182800","brown"
"Gohir.D07G103900","brown"
"Gohir.D07G143900","brown"
"Gohir.A08G081700","turquoise"
"Gohir.D10G238100","yellow"
"Gohir.A07G229800","turquoise"
"Gohir.D05G356300","turquoise"
"Gohir.D05G201400","turquoise"
"Gohir.D12G228800","turquoise"
"Gohir.A01G200900","brown"
"Gohir.A08G141600","brown"
"Gohir.D07G130300","blue"
"Gohir.A03G035033","brown"
"Gohir.A03G169700","turquoise"
"Gohir.D03G058300","blue"
"Gohir.D06G167200","blue"
"Gohir.D10G014900","blue"
"Gohir.D01G027600","yellow"
"Gohir.A01G210100","blue"
"Gohir.A13G155600","yellow"
"Gohir.A04G027000","turquoise"
"Gohir.A07G176400","blue"
"Gohir.A10G091500","brown"
"Gohir.A11G042100","turquoise"
"Gohir.A13G167800","turquoise"
"Gohir.A02G024200","blue"
"Gohir.D05G162500","turquoise"
"Gohir.A04G091850","brown"
"Gohir.D08G087500","brown"
"Gohir.D02G065400","blue"
"Gohir.D06G033500","blue"
"Gohir.D02G031600","blue"
"Gohir.A10G194800","turquoise"
"Gohir.A12G135600","brown"
"Gohir.D08G261600","brown"
"Gohir.A11G079800","turquoise"
"Gohir.D12G132200","blue"
"Gohir.A10G232700","turquoise"
"Gohir.A01G200800","brown"
"Gohir.A07G136100","turquoise"
"Gohir.D05G228100","blue"
"Gohir.D09G051700","blue"
"Gohir.D03G066300","yellow"
"Gohir.A07G132600","blue"
"Gohir.A09G097600","brown"
"Gohir.D10G207100","turquoise"
"Gohir.D12G171400","brown"
"Gohir.A02G065600","brown"
"Gohir.D03G032100","green"
"Gohir.D11G254500","blue"
"Gohir.D04G147700","turquoise"
"Gohir.A10G225200","yellow"
"Gohir.A01G101000","blue"
"Gohir.A02G148400","green"
"Gohir.D03G044100","brown"
"Gohir.D06G003500","turquoise"
"Gohir.A09G186966","brown"
"Gohir.D02G153800","turquoise"
"Gohir.A10G165300","turquoise"
"Gohir.A11G022600","turquoise"
"Gohir.D10G227600","turquoise"
"Gohir.D08G179200","turquoise"
"Gohir.D09G051800","blue"
"Gohir.A01G114900","turquoise"
"Gohir.D03G133300","brown"
"Gohir.D10G057900","brown"
"Gohir.A09G050800","blue"
"Gohir.A01G059300","blue"
"Gohir.A12G068100","blue"
"Gohir.D10G250700","blue"
"Gohir.D12G073500","blue"
"Gohir.A11G135800","blue"
"Gohir.A11G087700","turquoise"
"Gohir.A09G177300","turquoise"
"Gohir.A10G077200","blue"
"Gohir.D13G173200","turquoise"
"Gohir.A03G005900","brown"
"Gohir.D04G038800","turquoise"
"Gohir.A11G030750","turquoise"
"Gohir.D01G085500","blue"
"Gohir.A06G078400","brown"
"Gohir.A11G269700","blue"
"Gohir.D07G034000","turquoise"
"Gohir.D08G100800","blue"
"Gohir.A09G050700","blue"
"Gohir.A13G058700","grey"
"Gohir.D13G113100","grey"
"Gohir.A11G061400","yellow"
"Gohir.D05G036200","brown"
"Gohir.D09G225900","turquoise"
"Gohir.D09G181800","brown"
"Gohir.D09G026700","turquoise"
"Gohir.A06G023600","brown"
"Gohir.D07G099700","brown"
"Gohir.D04G012300","blue"
"Gohir.A02G018300","turquoise"
"Gohir.A05G262200","blue"
"Gohir.D11G325233","turquoise"
"Gohir.D01G203900","blue"
"Gohir.D06G189700","brown"
"Gohir.D11G022200","turquoise"
"Gohir.D13G133900","blue"
"Gohir.A13G014900","brown"
"Gohir.D09G122800","turquoise"
"Gohir.D07G238500","brown"
"Gohir.D01G133300","brown"
"Gohir.D02G217900","turquoise"
"Gohir.D08G096800","turquoise"
"Gohir.D01G042734","turquoise"
"Gohir.A05G260700","brown"
"Gohir.A02G154700","yellow"
"Gohir.A13G229000","blue"
"Gohir.D02G181200","turquoise"
"Gohir.A10G064000","turquoise"
"Gohir.D08G237300","blue"
"Gohir.D13G164300","turquoise"
"Gohir.A05G382000","brown"
"Gohir.A10G213600","blue"
"Gohir.D07G210000","blue"
"Gohir.A04G115000","turquoise"
"Gohir.D12G139600","brown"
"Gohir.A01G111100","blue"
"Gohir.D06G040500","turquoise"
"Gohir.D06G079250","brown"
"Gohir.D04G033250","brown"
"Gohir.A12G012600","turquoise"
"Gohir.D12G213500","turquoise"
"Gohir.D12G259500","blue"
"Gohir.A11G029981","blue"
"Gohir.A11G013200","turquoise"
"Gohir.D12G142800","turquoise"
"Gohir.D09G013301","brown"
"Gohir.A07G152500","blue"
"Gohir.D05G092800","turquoise"
"Gohir.D02G237900","blue"
"Gohir.D05G082700","blue"
"Gohir.D03G132800","brown"
"Gohir.A05G003000","turquoise"
"Gohir.A05G366900","brown"
"Gohir.D11G164800","turquoise"
"Gohir.D01G018600","turquoise"
"Gohir.A05G107300","brown"
"Gohir.D10G045600","brown"
"Gohir.A07G126200","blue"
"Gohir.D02G043800","brown"
"Gohir.D01G097800","blue"
"Gohir.A03G040400","turquoise"
"Gohir.A12G053600","turquoise"
"Gohir.A08G220700","blue"
"Gohir.D05G355800","turquoise"
"Gohir.A03G169800","turquoise"
"Gohir.A07G095400","brown"
"Gohir.A01G001700","brown"
"Gohir.D12G026500","turquoise"
"Gohir.D10G215900","blue"
"Gohir.A02G177500","brown"
"Gohir.A09G080900","turquoise"
"Gohir.D11G177100","turquoise"
"Gohir.D11G118100","blue"
"Gohir.A05G328200","blue"
"Gohir.A06G051900","grey"
"Gohir.A10G126800","turquoise"
"Gohir.A08G089700","blue"
"Gohir.D11G264300","blue"
"Gohir.D05G122400","brown"
"Gohir.D05G028200","turquoise"
"Gohir.A05G167900","turquoise"
"Gohir.A05G184100","blue"
"Gohir.A08G115150","turquoise"
"Gohir.D08G121900","brown"
"Gohir.D05G159300","turquoise"
"Gohir.D05G260100","turquoise"
"Gohir.A11G048800","brown"
"Gohir.D03G155600","brown"
"Gohir.D10G245900","brown"
"Gohir.A02G073600","blue"
"Gohir.A08G169400","blue"
"Gohir.A05G265700","brown"
"Gohir.D02G126800","turquoise"
"Gohir.D11G299700","brown"
"Gohir.D06G077500","brown"
"Gohir.D03G155700","brown"
"Gohir.A02G032500","brown"
"Gohir.A10G232015","turquoise"
"Gohir.D09G172800","turquoise"
"Gohir.D09G048100","turquoise"
"Gohir.A06G008700","blue"
"Gohir.A05G139000","brown"
"Gohir.A05G298000","blue"
"Gohir.A09G166600","blue"
"Gohir.D09G064800","turquoise"
"Gohir.A05G034800","brown"
"Gohir.A05G225100","brown"
"Gohir.D12G108300","brown"
"Gohir.D06G020700","brown"
"Gohir.A12G104600","brown"
"Gohir.D06G011000","brown"
"Gohir.D05G262900","brown"
"Gohir.D01G098525","brown"
"Gohir.A03G184100","brown"
"Gohir.A13G048500","blue"
"Gohir.A09G219200","blue"
"Gohir.A01G054700","brown"
"Gohir.D10G074300","blue"
"Gohir.A07G184000","brown"
"Gohir.D07G195700","blue"
"Gohir.D05G019100","blue"
"Gohir.A02G097302","turquoise"
"Gohir.D02G139500","turquoise"
"Gohir.D09G018800","blue"
"Gohir.A05G283000","turquoise"
"Gohir.A10G205800","blue"
"Gohir.D07G158700","blue"
"Gohir.A12G114400","turquoise"
"Gohir.D09G161500","turquoise"
"Gohir.D07G141200","turquoise"
"Gohir.A06G173200","brown"
"Gohir.D13G084800","turquoise"
"Gohir.A05G227932","turquoise"
"Gohir.D12G072500","blue"
"Gohir.D05G363200","turquoise"
"Gohir.D10G243400","turquoise"
"Gohir.A01G070900","brown"
"Gohir.D13G108366","blue"
"Gohir.A12G271500","turquoise"
"Gohir.D04G028400","turquoise"
"Gohir.D01G045300","blue"
"Gohir.A07G190900","brown"
"Gohir.D09G080900","turquoise"
"Gohir.D02G192700","turquoise"
"Gohir.D13G189828","turquoise"
"Gohir.A02G035100","turquoise"
"Gohir.D05G186900","blue"
"Gohir.D04G148700","turquoise"
"Gohir.A03G164400","blue"
"Gohir.D09G191300","brown"
"Gohir.A12G069300","blue"
"Gohir.A12G145500","turquoise"
"Gohir.D02G205000","brown"
"Gohir.A05G235600","turquoise"
"Gohir.A03G151500","brown"
"Gohir.A10G236500","brown"
"Gohir.D06G197200","brown"
"Gohir.D02G002500","blue"
"Gohir.D06G201300","turquoise"
"Gohir.A07G009100","turquoise"
"Gohir.A05G225400","blue"
"Gohir.A12G148725","blue"
"Gohir.D03G144400","green"
"Gohir.A05G099800","turquoise"
"Gohir.A12G084600","blue"
"Gohir.D09G221400","blue"
"Gohir.A08G036300","brown"
"Gohir.A11G107900","brown"
"Gohir.D10G116100","grey"
"Gohir.D04G028600","turquoise"
"Gohir.D08G165400","turquoise"
"Gohir.A02G084100","brown"
"Gohir.A04G085800","turquoise"
"Gohir.A03G183400","brown"
"Gohir.A06G145100","turquoise"
"Gohir.D09G024200","blue"
"Gohir.A10G188900","blue"
"Gohir.D08G148200","blue"
"Gohir.A09G218500","blue"
"Gohir.D01G199000","blue"
"Gohir.A02G132700","brown"
"Gohir.A12G067800","blue"
"Gohir.D10G169900","turquoise"
"Gohir.A06G033400","turquoise"
"Gohir.D05G133700","turquoise"
"Gohir.D05G101200","brown"
"Gohir.D09G145700","blue"
"Gohir.D11G035150","turquoise"
"Gohir.D10G144300","blue"
"Gohir.D08G091000","turquoise"
"Gohir.A09G024300","turquoise"
"Gohir.D11G225700","turquoise"
"Gohir.D05G219500","grey"
"Gohir.A12G027000","turquoise"
"Gohir.A06G129700","turquoise"
"Gohir.A03G115700","turquoise"
"Gohir.A08G155300","turquoise"
"Gohir.D12G015800","turquoise"
"Gohir.D05G090400","turquoise"
"Gohir.D02G071400","brown"
"Gohir.A04G120900","turquoise"
"Gohir.D12G059800","blue"
"Gohir.A12G059400","blue"
"Gohir.D05G001700","blue"
"Gohir.D01G209400","turquoise"
"Gohir.A12G168700","brown"
"Gohir.A08G176400","blue"
"Gohir.D08G064600","blue"
"Gohir.A07G022172","turquoise"
"Gohir.D08G033000","brown"
"Gohir.D06G188400","turquoise"
"Gohir.D10G067900","blue"
"Gohir.A01G025600","blue"
"Gohir.A07G204000","blue"
"Gohir.D06G066700","turquoise"
"Gohir.D02G046600","turquoise"
"Gohir.A12G093400","blue"
"Gohir.D13G185900","turquoise"
"Gohir.A13G078600","blue"
"Gohir.D04G027100","brown"
"Gohir.D13G156800","turquoise"
"Gohir.D01G044425","turquoise"
"Gohir.D09G103800","blue"
"Gohir.D07G137800","brown"
"Gohir.D11G154000","turquoise"
"Gohir.A05G046900","turquoise"
"Gohir.A12G035200","brown"
"Gohir.D11G296916","brown"
"Gohir.D09G220820","blue"
"Gohir.A08G189800","turquoise"
"Gohir.D09G028800","turquoise"
"Gohir.D06G216800","brown"
"Gohir.A03G118500","brown"
"Gohir.A12G217200","brown"
"Gohir.A10G019500","blue"
"Gohir.A11G104300","turquoise"
"Gohir.D07G113200","brown"
"Gohir.A06G208500","brown"
"Gohir.A08G015800","turquoise"
"Gohir.D11G050400","blue"
"Gohir.A07G138800","brown"
"Gohir.D12G085501","grey"
"Gohir.D05G356866","turquoise"
"Gohir.A01G200600","turquoise"
"Gohir.D05G296700","brown"
"Gohir.D03G130700","brown"
"Gohir.A05G022600","brown"
"Gohir.A10G235400","brown"
"Gohir.D08G123700","turquoise"
"Gohir.D06G133900","turquoise"
"Gohir.A06G204700","brown"
"Gohir.A05G258364","turquoise"
"Gohir.D03G050800","brown"
"Gohir.A07G103000","turquoise"
"Gohir.A05G258800","turquoise"
"Gohir.A03G169600","turquoise"
"Gohir.D10G094500","turquoise"
"Gohir.A02G171100","blue"
"Gohir.D11G300703","brown"
"Gohir.A03G208300","turquoise"
"Gohir.A07G198300","brown"
"Gohir.A11G031691","turquoise"
"Gohir.D13G199300","turquoise"
"Gohir.A12G187200","turquoise"
"Gohir.A01G018500","brown"
"Gohir.A09G090100","brown"
"Gohir.A11G328100","turquoise"
"Gohir.D04G014200","brown"
"Gohir.A02G079100","turquoise"
"Gohir.D08G032800","brown"
"Gohir.A01G128500","brown"
"Gohir.A10G056000","brown"
"Gohir.D09G126950","brown"
"Gohir.A08G143100","brown"
"Gohir.A02G147400","brown"
"Gohir.A02G097700","blue"
"Gohir.D12G122100","blue"
"Gohir.A04G091900","brown"
"Gohir.D05G293600","turquoise"
"Gohir.A08G083500","blue"
"Gohir.D07G197200","brown"
"Gohir.A06G161400","blue"
"Gohir.D05G137400","blue"
"Gohir.D09G223500","turquoise"
"Gohir.A11G059500","blue"
"Gohir.D03G045100","blue"
"Gohir.D13G087000","blue"
"Gohir.A05G135400","blue"
"Gohir.A13G032600","turquoise"
"Gohir.D06G013100","grey"
"Gohir.A09G079600","blue"
"Gohir.A08G004500","turquoise"
"Gohir.D12G020800","brown"
"Gohir.D05G354900","brown"
"Gohir.D07G009400","turquoise"
"Gohir.D12G037500","brown"
"Gohir.A02G140100","blue"
"Gohir.A05G169800","turquoise"
"Gohir.A07G086500","blue"
"Gohir.D11G129700","turquoise"
"Gohir.A10G233600","brown"
"Gohir.D04G156600","turquoise"
"Gohir.A01G153600","brown"
"Gohir.A04G038100","blue"
"Gohir.D10G222400","blue"
"Gohir.A12G219400","blue"
"Gohir.A11G030900","turquoise"
"Gohir.D11G313100","brown"
"Gohir.A11G273100","turquoise"
"Gohir.D04G174100","grey"
"Gohir.D11G249200","blue"
"Gohir.D02G187700","blue"
"Gohir.A05G249600","turquoise"
"Gohir.D02G076900","brown"
"Gohir.D05G106200","grey"
"Gohir.D04G156400","turquoise"
"Gohir.D12G016800","turquoise"
"Gohir.A05G150200","blue"
"Gohir.D05G216700","blue"
"Gohir.D01G078400","blue"
"Gohir.A11G293400","turquoise"
"Gohir.A05G001400","blue"
"Gohir.D11G184700","turquoise"
"Gohir.A11G132700","brown"
"Gohir.A08G198000","blue"
"Gohir.D02G120600","brown"
"Gohir.D13G016100","brown"
"Gohir.D11G298700","blue"
"Gohir.D07G048000","brown"
"Gohir.A12G233000","turquoise"
"Gohir.A12G210300","brown"
"Gohir.A07G227700","turquoise"
"Gohir.A03G204000","turquoise"
"Gohir.D04G088400","turquoise"
"Gohir.D10G247600","blue"
"Gohir.D12G037600","blue"
"Gohir.D04G028500","turquoise"
"Gohir.A07G019200","turquoise"
"Gohir.D12G256100","brown"
"Gohir.A08G044600","blue"
"Gohir.D07G107000","turquoise"
"Gohir.A04G129000","blue"
"Gohir.A07G189300","blue"
"Gohir.D01G178800","brown"
"Gohir.D09G049900","brown"
"Gohir.A12G225900","turquoise"
"Gohir.A13G201700","blue"
"Gohir.D10G236300","grey"
"Gohir.A12G111900","turquoise"
"Gohir.D08G195100","blue"
"Gohir.D11G271100","turquoise"
"Gohir.D11G312100","brown"
"Gohir.D02G140000","turquoise"
"Gohir.A01G141500","yellow"
"Gohir.D06G103300","brown"
"Gohir.A05G399600","brown"
"Gohir.D07G125100","blue"
"Gohir.D07G223300","turquoise"
"Gohir.D03G138900","blue"
"Gohir.D06G020000","turquoise"
"Gohir.A01G135600","turquoise"
"Gohir.D08G217200","brown"
"Gohir.A10G229400","turquoise"
"Gohir.A07G216500","turquoise"
"Gohir.D05G321500","brown"
"Gohir.A05G290900","turquoise"
"Gohir.D01G059400","brown"
"Gohir.A10G093600","turquoise"
"Gohir.A12G118300","blue"
