"gene","module"
"Gohir.A05G014000","brown"
"Gohir.D01G016400","turquoise"
"Gohir.A10G076450","grey"
"Gohir.D07G214800","brown"
"Gohir.D12G182700","turquoise"
"Gohir.A01G172600","brown"
"Gohir.A03G045300","blue"
"Gohir.D05G081300","turquoise"
"Gohir.A12G126700","brown"
"Gohir.A10G033200","brown"
"Gohir.A08G207000","brown"
"Gohir.D09G103900","brown"
"Gohir.D05G356700","turquoise"
"Gohir.A12G254100","blue"
"Gohir.D08G135700","turquoise"
"Gohir.D10G110900","turquoise"
"Gohir.D11G140901","brown"
"Gohir.D11G019300","blue"
"Gohir.A05G038300","turquoise"
"Gohir.D05G188300","turquoise"
"Gohir.A05G188000","blue"
"Gohir.D02G163800","turquoise"
"Gohir.A05G129100","turquoise"
"Gohir.A02G135900","turquoise"
"Gohir.A10G027500","brown"
"Gohir.D02G236600","turquoise"
"Gohir.D07G194100","turquoise"
"Gohir.D01G168500","turquoise"
"Gohir.D05G215600","brown"
"Gohir.A10G217801","turquoise"
"Gohir.A03G046900","yellow"
"Gohir.D08G097500","brown"
"Gohir.A05G234100","turquoise"
"Gohir.D01G069800","turquoise"
"Gohir.D03G044600","grey"
"Gohir.D05G201200","turquoise"
"Gohir.A02G163300","turquoise"
"Gohir.D12G124000","turquoise"
"Gohir.D03G087400","turquoise"
"Gohir.A11G158900","turquoise"
"Gohir.D07G237000","turquoise"
"Gohir.A11G071100","blue"
"Gohir.D03G035600","turquoise"
"Gohir.D05G131900","turquoise"
"Gohir.D02G174500","brown"
"Gohir.A13G134200","turquoise"
"Gohir.A01G122800","turquoise"
"Gohir.D09G072400","turquoise"
"Gohir.D02G089400","blue"
"Gohir.A11G002200","grey"
"Gohir.D04G075200","turquoise"
"Gohir.D10G249700","turquoise"
"Gohir.A03G123300","brown"
"Gohir.D08G032900","brown"
"Gohir.D08G038600","blue"
"Gohir.A12G236800","blue"
"Gohir.D06G068200","blue"
"Gohir.D07G196900","blue"
"Gohir.D07G220300","turquoise"
"Gohir.D01G154266","blue"
"Gohir.A04G048500","turquoise"
"Gohir.A13G013400","turquoise"
"Gohir.D11G061200","turquoise"
"Gohir.D09G206400","brown"
"Gohir.A13G064500","turquoise"
"Gohir.D11G297700","turquoise"
"Gohir.D02G130600","blue"
"Gohir.D02G061300","brown"
"Gohir.A04G023700","turquoise"
"Gohir.A11G124500","turquoise"
"Gohir.D07G200000","blue"
"Gohir.A10G109500","turquoise"
"Gohir.A13G079700","blue"
"Gohir.A07G072600","brown"
"Gohir.A12G103000","blue"
"Gohir.A10G237400","brown"
"Gohir.D04G067000","blue"
"Gohir.A11G248400","turquoise"
"Gohir.A08G179600","turquoise"
"Gohir.A07G040000","turquoise"
"Gohir.A13G038200","turquoise"
"Gohir.D12G204100","blue"
"Gohir.D13G017400","blue"
"Gohir.D10G110500","blue"
"Gohir.D07G122000","blue"
"Gohir.D01G078000","turquoise"
"Gohir.A13G228800","brown"
"Gohir.A13G215500","blue"
"Gohir.D02G137400","turquoise"
"Gohir.D03G048000","brown"
"Gohir.D01G009000","brown"
"Gohir.A08G201100","brown"
"Gohir.A09G087500","blue"
"Gohir.D12G019600","turquoise"
"Gohir.A12G013400","brown"
"Gohir.A01G083300","turquoise"
"Gohir.A11G235600","blue"
"Gohir.D05G162300","brown"
"Gohir.A13G006100","turquoise"
"Gohir.D13G210500","turquoise"
"Gohir.A13G057800","turquoise"
"Gohir.D09G242000","turquoise"
"Gohir.A05G240400","turquoise"
"Gohir.A12G210900","turquoise"
"Gohir.A02G121700","blue"
"Gohir.D01G187800","blue"
"Gohir.A07G125900","blue"
"Gohir.D13G064300","turquoise"
"Gohir.A08G167000","brown"
"Gohir.D05G024100","brown"
"Gohir.A09G024800","blue"
"Gohir.D05G189500","turquoise"
"Gohir.D04G063700","turquoise"
"Gohir.A08G171300","blue"
"Gohir.A01G067600","blue"
"Gohir.D13G201400","brown"
"Gohir.D06G189900","turquoise"
"Gohir.D12G271300","brown"
"Gohir.D10G005300","turquoise"
"Gohir.A12G137450","blue"
"Gohir.A07G220000","turquoise"
"Gohir.D04G001100","turquoise"
"Gohir.A08G126000","brown"
"Gohir.D11G333700","turquoise"
"Gohir.D04G125500","turquoise"
"Gohir.D09G088500","grey"
"Gohir.D12G028800","brown"
"Gohir.D05G385700","turquoise"
"Gohir.A07G079500","turquoise"
"Gohir.D11G194200","blue"
"Gohir.A07G150800","blue"
"Gohir.D08G271200","blue"
"Gohir.D10G052100","brown"
"Gohir.D11G314700","brown"
"Gohir.D09G137000","blue"
"Gohir.A05G212300","blue"
"Gohir.D13G189800","blue"
"Gohir.A06G037100","turquoise"
"Gohir.D04G066600","turquoise"
"Gohir.D02G133000","turquoise"
"Gohir.A05G070800","turquoise"
"Gohir.D07G145700","blue"
"Gohir.D06G139500","turquoise"
"Gohir.D02G231450","yellow"
"Gohir.A09G117200","turquoise"
"Gohir.A05G234133","turquoise"
"Gohir.D06G125500","turquoise"
"Gohir.A11G325300","blue"
"Gohir.A07G009300","blue"
"Gohir.A04G023733","turquoise"
"Gohir.D11G190400","turquoise"
"Gohir.D09G031000","turquoise"
"Gohir.D04G121700","blue"
"Gohir.A12G234500","turquoise"
"Gohir.A04G114766","turquoise"
"Gohir.A07G101200","blue"
"Gohir.A12G139900","turquoise"
"Gohir.A01G180800","brown"
"Gohir.D11G162000","blue"
"Gohir.A05G316000","blue"
"Gohir.D02G041900","turquoise"
"Gohir.D10G033900","brown"
"Gohir.A06G027200","green"
"Gohir.D13G099100","turquoise"
"Gohir.A07G189601","blue"
"Gohir.A08G178900","turquoise"
"Gohir.D03G130500","turquoise"
"Gohir.A09G121200","turquoise"
"Gohir.D04G002900","turquoise"
"Gohir.D05G249550","turquoise"
"Gohir.D13G036750","turquoise"
"Gohir.D13G150500","blue"
"Gohir.1Z049357","brown"
"Gohir.D02G073000","grey"
"Gohir.A02G068202","turquoise"
"Gohir.A10G151500","turquoise"
"Gohir.D09G163900","brown"
"Gohir.D07G093700","blue"
"Gohir.D08G249000","turquoise"
"Gohir.D01G200201","blue"
"Gohir.A05G218000","brown"
"Gohir.A02G165600","turquoise"
"Gohir.A11G321500","turquoise"
"Gohir.D05G003400","turquoise"
"Gohir.D01G023541","blue"
"Gohir.A02G096000","blue"
"Gohir.D06G171700","green"
"Gohir.A06G174200","turquoise"
"Gohir.D02G030200","turquoise"
"Gohir.D11G296608","brown"
"Gohir.A10G024500","blue"
"Gohir.D07G105300","turquoise"
"Gohir.A01G210600","blue"
"Gohir.A01G005600","grey"
"Gohir.D09G097301","brown"
"Gohir.D10G027900","brown"
"Gohir.D06G132966","grey"
"Gohir.D05G107000","turquoise"
"Gohir.D07G113400","turquoise"
"Gohir.A03G108000","turquoise"
"Gohir.D01G042742","turquoise"
"Gohir.A06G125002","turquoise"
"Gohir.D04G124500","blue"
"Gohir.A10G232501","turquoise"
"Gohir.A09G214400","turquoise"
"Gohir.D12G167800","blue"
"Gohir.A03G195100","blue"
"Gohir.A09G020500","turquoise"
"Gohir.D11G310100","brown"
"Gohir.D01G183200","brown"
"Gohir.D09G222300","brown"
"Gohir.D07G034100","turquoise"
"Gohir.D07G175600","turquoise"
"Gohir.D01G014800","turquoise"
"Gohir.D03G036500","turquoise"
"Gohir.A08G189900","turquoise"
"Gohir.D08G088600","turquoise"
"Gohir.A10G025900","turquoise"
"Gohir.D03G118800","turquoise"
"Gohir.A05G259800","turquoise"
"Gohir.A12G184100","turquoise"
"Gohir.A05G369800","blue"
"Gohir.D02G010600","blue"
"Gohir.D11G044700","turquoise"
"Gohir.A05G008900","brown"
"Gohir.D05G239700","brown"
"Gohir.A11G028450","turquoise"
"Gohir.D12G189300","brown"
"Gohir.A11G115700","blue"
"Gohir.D01G025500","turquoise"
"Gohir.D11G110000","blue"
"Gohir.A02G003000","brown"
"Gohir.A03G169900","brown"
"Gohir.D05G209300","blue"
"Gohir.D01G181700","blue"
"Gohir.D10G110600","blue"
"Gohir.D03G120300","yellow"
"Gohir.A12G030500","blue"
"Gohir.D13G050300","turquoise"
"Gohir.D11G210200","brown"
"Gohir.A09G186600","blue"
"Gohir.D13G220050","blue"
"Gohir.A05G233800","brown"
"Gohir.D01G010900","blue"
"Gohir.A05G393400","blue"
"Gohir.D03G052100","turquoise"
"Gohir.A01G097900","turquoise"
"Gohir.D12G099600","brown"
"Gohir.D08G274200","turquoise"
"Gohir.A05G185500","turquoise"
"Gohir.A05G012500","turquoise"
"Gohir.A06G014800","blue"
"Gohir.D03G136400","grey"
"Gohir.A08G093400","brown"
"Gohir.A13G152600","blue"
"Gohir.D09G105500","blue"
"Gohir.A13G164600","blue"
"Gohir.D06G072800","brown"
"Gohir.D11G148200","turquoise"
"Gohir.A12G276380","brown"
"Gohir.D01G061800","turquoise"
"Gohir.A11G003300","blue"
"Gohir.D04G174200","brown"
"Gohir.A05G347700","blue"
"Gohir.A10G194700","turquoise"
"Gohir.A02G127600","blue"
"Gohir.A04G027800","brown"
"Gohir.D05G300500","blue"
"Gohir.D10G016500","turquoise"
"Gohir.A07G208400","turquoise"
"Gohir.D11G110700","blue"
"Gohir.D07G191400","turquoise"
"Gohir.A12G012400","brown"
"Gohir.A05G248600","green"
"Gohir.D04G113366","blue"
"Gohir.D13G136300","blue"
"Gohir.D05G155340","blue"
"Gohir.A11G305600","brown"
"Gohir.A10G006400","turquoise"
"Gohir.D01G141800","brown"
"Gohir.D13G104800","blue"
"Gohir.A01G199900","blue"
"Gohir.A05G142700","brown"
"Gohir.D06G201000","turquoise"
"Gohir.A04G070800","brown"
"Gohir.D07G234800","turquoise"
"Gohir.D10G249100","brown"
"Gohir.D08G168500","blue"
"Gohir.A10G192400","blue"
"Gohir.A01G002300","blue"
"Gohir.D06G207800","blue"
"Gohir.A08G199900","grey"
"Gohir.A05G159600","turquoise"
"Gohir.A13G232400","grey"
"Gohir.A12G020300","brown"
"Gohir.D03G027300","blue"
"Gohir.D03G168000","turquoise"
"Gohir.D05G228300","brown"
"Gohir.A08G137400","blue"
"Gohir.D08G086833","blue"
"Gohir.D03G082700","blue"
"Gohir.A04G008750","blue"
"Gohir.A06G079800","turquoise"
"Gohir.D04G110000","blue"
"Gohir.A10G237900","turquoise"
"Gohir.A09G076900","turquoise"
"Gohir.D03G105600","turquoise"
"Gohir.A12G056400","brown"
"Gohir.A05G206000","blue"
"Gohir.A12G054500","brown"
"Gohir.D10G200300","blue"
"Gohir.D12G253800","turquoise"
"Gohir.A05G134100","brown"
"Gohir.A02G068700","turquoise"
"Gohir.D06G065200","brown"
"Gohir.D04G109500","turquoise"
"Gohir.A07G012200","turquoise"
"Gohir.D05G139100","turquoise"
"Gohir.D05G250600","green"
"Gohir.D13G047400","turquoise"
"Gohir.A05G013400","blue"
"Gohir.D07G086800","brown"
"Gohir.A04G129600","brown"
"Gohir.A07G022196","turquoise"
"Gohir.A10G229300","turquoise"
"Gohir.D07G239400","blue"
"Gohir.D13G076200","blue"
"Gohir.D06G018000","blue"
"Gohir.A08G077250","blue"
"Gohir.A13G180600","turquoise"
"Gohir.A12G195400","brown"
"Gohir.D06G033600","turquoise"
"Gohir.D02G194500","turquoise"
"Gohir.D13G196360","brown"
"Gohir.A05G094400","turquoise"
"Gohir.D05G202700","turquoise"
"Gohir.D10G210900","blue"
"Gohir.A10G090600","brown"
"Gohir.A05G021200","brown"
"Gohir.D12G267900","blue"
"Gohir.A02G108100","blue"
"Gohir.A05G351200","turquoise"
"Gohir.D03G069705","brown"
"Gohir.A07G208900","brown"
"Gohir.D10G093800","turquoise"
"Gohir.A11G217800","turquoise"
"Gohir.D08G194400","green"
"Gohir.A03G063600","blue"
"Gohir.D05G066400","brown"
"Gohir.A07G198750","brown"
"Gohir.A11G100100","brown"
"Gohir.A08G002000","turquoise"
"Gohir.D11G141400","blue"
"Gohir.A11G041600","blue"
"Gohir.D12G252300","turquoise"
"Gohir.A11G045600","brown"
"Gohir.A13G068700","blue"
"Gohir.D03G109400","turquoise"
"Gohir.D12G026200","turquoise"
"Gohir.A07G070400","blue"
"Gohir.A03G161200","brown"
"Gohir.A02G022500","turquoise"
"Gohir.D12G007000","turquoise"
"Gohir.D12G020500","brown"
"Gohir.D11G263100","turquoise"
"Gohir.D06G083200","turquoise"
"Gohir.D09G111300","blue"
"Gohir.D04G161500","blue"
"Gohir.A09G220132","brown"
"Gohir.D08G213500","blue"
"Gohir.D12G217000","turquoise"
"Gohir.A06G111500","blue"
"Gohir.A03G034300","turquoise"
"Gohir.D05G379900","brown"
"Gohir.D06G092100","blue"
"Gohir.A05G114600","blue"
"Gohir.D01G057600","turquoise"
"Gohir.D11G136200","turquoise"
"Gohir.D09G007600","blue"
"Gohir.D01G080300","brown"
"Gohir.D02G072500","grey"
"Gohir.D07G047500","turquoise"
"Gohir.D12G130100","brown"
"Gohir.D05G378500","blue"
"Gohir.A09G184800","grey"
"Gohir.D03G110500","brown"
"Gohir.D05G236400","turquoise"
"Gohir.A10G142500","brown"
"Gohir.A13G235500","turquoise"
"Gohir.D03G081100","turquoise"
"Gohir.A01G202100","brown"
"Gohir.A10G196400","blue"
"Gohir.D10G206100","yellow"
"Gohir.A06G023100","turquoise"
"Gohir.A13G173400","brown"
"Gohir.D08G144700","turquoise"
"Gohir.D02G100700","brown"
"Gohir.A05G137201","turquoise"
"Gohir.A01G059100","blue"
"Gohir.A04G134100","blue"
"Gohir.A05G203700","blue"
"Gohir.A05G198200","turquoise"
"Gohir.D07G142900","blue"
"Gohir.D01G185200","grey"
"Gohir.D11G162700","brown"
"Gohir.D05G216400","turquoise"
"Gohir.D13G234600","blue"
"Gohir.D11G302300","turquoise"
"Gohir.D02G059600","brown"
"Gohir.D05G132000","blue"
"Gohir.A09G173900","turquoise"
"Gohir.A13G232000","blue"
"Gohir.A13G026900","blue"
"Gohir.A13G076500","blue"
"Gohir.D12G117700","turquoise"
"Gohir.D05G387900","brown"
"Gohir.A08G114600","turquoise"
"Gohir.A05G078400","turquoise"
"Gohir.A13G174820","blue"
"Gohir.D03G121700","blue"
"Gohir.A12G213900","turquoise"
"Gohir.D01G193500","turquoise"
"Gohir.A02G160200","turquoise"
"Gohir.D12G013600","blue"
"Gohir.A11G187300","turquoise"
"Gohir.D11G264400","blue"
"Gohir.A03G048900","blue"
"Gohir.D01G122400","turquoise"
"Gohir.D07G113700","blue"
"Gohir.A10G045700","turquoise"
"Gohir.D02G156300","turquoise"
"Gohir.A05G199900","turquoise"
"Gohir.D04G170200","blue"
"Gohir.A01G145600","brown"
"Gohir.A07G166900","blue"
"Gohir.A03G142800","blue"
"Gohir.D10G005266","turquoise"
"Gohir.A02G081503","blue"
"Gohir.A12G153300","turquoise"
"Gohir.A12G263200","blue"
"Gohir.A01G172800","turquoise"
"Gohir.A07G231300","brown"
"Gohir.A02G013500","blue"
"Gohir.D11G339200","blue"
"Gohir.A08G052600","turquoise"
"Gohir.D12G214500","blue"
"Gohir.D06G044000","blue"
"Gohir.D05G072100","turquoise"
"Gohir.D12G124900","blue"
"Gohir.D03G087200","turquoise"
"Gohir.D13G198100","turquoise"
"Gohir.D10G238900","brown"
"Gohir.D11G193400","blue"
"Gohir.D02G029900","turquoise"
"Gohir.D05G047100","turquoise"
"Gohir.D08G108700","brown"
"Gohir.A10G050500","brown"
"Gohir.A07G230700","brown"
"Gohir.D12G144400","turquoise"
"Gohir.D10G243300","turquoise"
"Gohir.D09G093000","turquoise"
"Gohir.A06G189800","turquoise"
"Gohir.A07G138900","turquoise"
"Gohir.D13G197500","turquoise"
"Gohir.A06G168600","blue"
"Gohir.A11G029500","turquoise"
"Gohir.A10G229000","green"
"Gohir.A05G220100","turquoise"
"Gohir.D02G019601","blue"
"Gohir.D11G243300","turquoise"
"Gohir.D13G160200","turquoise"
"Gohir.D03G108500","brown"
"Gohir.A13G163100","turquoise"
"Gohir.A03G171200","brown"
"Gohir.A13G043500","blue"
"Gohir.A13G099900","blue"
"Gohir.A11G090500","brown"
"Gohir.D13G180500","turquoise"
"Gohir.A03G102100","brown"
"Gohir.A05G092000","turquoise"
"Gohir.A01G114800","blue"
"Gohir.A13G023600","grey"
"Gohir.A12G224600","blue"
"Gohir.D13G154400","turquoise"
"Gohir.D10G223200","turquoise"
"Gohir.D04G187900","turquoise"
"Gohir.A10G112700","blue"
"Gohir.A09G120200","grey"
"Gohir.D08G012400","turquoise"
"Gohir.D09G038900","brown"
"Gohir.D02G034400","turquoise"
"Gohir.D03G096300","blue"
"Gohir.D09G024100","blue"
"Gohir.A11G225204","turquoise"
"Gohir.A13G155500","brown"
"Gohir.A11G264133","turquoise"
"Gohir.D10G174000","turquoise"
"Gohir.D04G090100","blue"
"Gohir.D13G130000","blue"
"Gohir.A11G206100","blue"
"Gohir.D09G136600","blue"
"Gohir.D07G236000","blue"
"Gohir.A07G173466","green"
"Gohir.A11G186100","turquoise"
"Gohir.D09G018400","blue"
"Gohir.A12G138500","turquoise"
"Gohir.D04G181300","blue"
"Gohir.A03G197300","blue"
"Gohir.D11G014200","brown"
"Gohir.D02G180500","brown"
"Gohir.D07G101401","turquoise"
"Gohir.D01G172600","turquoise"
"Gohir.A09G033825","turquoise"
"Gohir.D04G172600","turquoise"
"Gohir.A12G035700","turquoise"
"Gohir.A12G145800","blue"
"Gohir.D11G084300","brown"
"Gohir.A02G107100","blue"
"Gohir.D13G007600","turquoise"
"Gohir.D08G236300","blue"
"Gohir.A01G122633","blue"
"Gohir.A08G053800","blue"
"Gohir.A03G186200","brown"
"Gohir.A07G190600","blue"
"Gohir.D01G163700","brown"
"Gohir.D04G086700","brown"
"Gohir.D05G363301","turquoise"
"Gohir.D06G120100","green"
"Gohir.A03G093100","blue"
"Gohir.A11G208901","blue"
"Gohir.A10G102266","blue"
"Gohir.D12G041730","turquoise"
"Gohir.D12G053300","brown"
"Gohir.A09G170300","turquoise"
"Gohir.A10G173800","turquoise"
"Gohir.A01G084900","turquoise"
"Gohir.D11G151600","blue"
"Gohir.D01G074400","turquoise"
"Gohir.D12G233300","turquoise"
"Gohir.A11G019600","blue"
"Gohir.A07G017100","turquoise"
"Gohir.A05G303900","brown"
"Gohir.A12G242700","turquoise"
"Gohir.A05G346800","turquoise"
"Gohir.A11G038500","turquoise"
"Gohir.A08G139200","yellow"
"Gohir.A01G214800","blue"
"Gohir.D01G040600","blue"
"Gohir.D06G169300","brown"
"Gohir.A01G184300","brown"
"Gohir.D11G212100","turquoise"
"Gohir.A06G079600","turquoise"
"Gohir.A01G213800","blue"
"Gohir.D11G165200","turquoise"
"Gohir.A10G173200","brown"
"Gohir.A12G037800","brown"
"Gohir.D02G003800","turquoise"
"Gohir.D09G238400","brown"
"Gohir.A08G073900","grey"
"Gohir.A01G001500","turquoise"
"Gohir.A13G174900","turquoise"
"Gohir.D03G017900","turquoise"
"Gohir.D05G227600","turquoise"
"Gohir.A03G032600","blue"
"Gohir.A01G163100","blue"
"Gohir.D05G236200","brown"
"Gohir.A05G289050","turquoise"
"Gohir.D03G022800","brown"
"Gohir.A05G083100","brown"
"Gohir.D12G270200","blue"
"Gohir.D10G205900","yellow"
"Gohir.A08G134900","turquoise"
"Gohir.D01G213200","brown"
"Gohir.A12G064500","turquoise"
"Gohir.A11G254700","blue"
"Gohir.A07G035700","turquoise"
"Gohir.A11G321200","blue"
"Gohir.A08G014600","grey"
"Gohir.D02G021700","blue"
"Gohir.D01G082600","turquoise"
"Gohir.D05G187000","blue"
"Gohir.D05G248200","brown"
"Gohir.D05G158900","blue"
"Gohir.A05G147300","turquoise"
"Gohir.A05G296800","brown"
"Gohir.D04G071800","brown"
"Gohir.D05G231800","yellow"
"Gohir.D07G088100","brown"
"Gohir.A08G111300","turquoise"
"Gohir.A09G065700","turquoise"
"Gohir.D04G067100","turquoise"
"Gohir.D13G108300","blue"
"Gohir.A05G000700","blue"
"Gohir.A08G221200","turquoise"
"Gohir.D08G132600","turquoise"
"Gohir.D08G110900","turquoise"
"Gohir.D11G199900","blue"
"Gohir.A05G331100","blue"
"Gohir.D04G183400","brown"
"Gohir.A11G165300","brown"
"Gohir.A11G012500","blue"
"Gohir.D13G200700","blue"
"Gohir.D11G172900","brown"
"Gohir.A03G080500","grey"
"Gohir.D07G110500","turquoise"
"Gohir.A08G139400","blue"
"Gohir.D11G099700","blue"
"Gohir.A07G232200","blue"
"Gohir.D09G130400","blue"
"Gohir.A13G142200","brown"
"Gohir.A11G014000","brown"
"Gohir.D11G171500","turquoise"
"Gohir.D04G109000","blue"
"Gohir.D12G243700","turquoise"
"Gohir.A07G122100","blue"
"Gohir.D05G202900","turquoise"
"Gohir.D05G136200","brown"
"Gohir.D13G180800","turquoise"
"Gohir.A03G029600","blue"
"Gohir.A10G232350","turquoise"
"Gohir.D02G084000","brown"
"Gohir.D04G177300","blue"
"Gohir.A09G028200","blue"
"Gohir.D06G079700","turquoise"
"Gohir.A04G007500","turquoise"
"Gohir.A05G140200","brown"
"Gohir.D11G329800","turquoise"
"Gohir.D04G008000","blue"
"Gohir.D07G058900","turquoise"
"Gohir.A02G018400","turquoise"
"Gohir.A11G119000","turquoise"
"Gohir.D02G143100","turquoise"
"Gohir.A10G123400","blue"
"Gohir.D13G205800","brown"
"Gohir.A03G114700","brown"
"Gohir.A13G096700","turquoise"
"Gohir.A11G240550","blue"
"Gohir.A09G042600","brown"
"Gohir.D07G046200","blue"
"Gohir.D12G089900","blue"
"Gohir.A12G173600","turquoise"
"Gohir.D12G256200","brown"
"Gohir.D12G272800","turquoise"
"Gohir.A11G140200","blue"
"Gohir.A10G115900","turquoise"
"Gohir.D12G153400","turquoise"
"Gohir.A11G233401","brown"
"Gohir.A02G109400","turquoise"
"Gohir.A12G270600","blue"
"Gohir.D11G214600","blue"
"Gohir.D07G111400","blue"
"Gohir.A13G084200","blue"
"Gohir.D05G260600","turquoise"
"Gohir.D08G185700","brown"
"Gohir.D02G178500","brown"
"Gohir.D01G069600","blue"
"Gohir.A03G096400","turquoise"
"Gohir.D12G058100","turquoise"
"Gohir.A09G239100","blue"
"Gohir.D08G218800","turquoise"
"Gohir.D12G053500","brown"
"Gohir.D13G228700","blue"
"Gohir.A06G003100","brown"
"Gohir.A11G270100","brown"
"Gohir.A04G094400","turquoise"
"Gohir.D10G093500","turquoise"
"Gohir.A11G200200","blue"
"Gohir.A13G081300","turquoise"
"Gohir.A04G040800","turquoise"
"Gohir.D02G140400","turquoise"
"Gohir.A07G081200","brown"
"Gohir.D10G095700","blue"
"Gohir.A03G105300","blue"
"Gohir.A11G223900","blue"
"Gohir.A05G383300","blue"
"Gohir.A13G048200","brown"
"Gohir.D02G195100","blue"
"Gohir.A13G064900","turquoise"
"Gohir.A12G066900","turquoise"
"Gohir.D07G030500","blue"
"Gohir.A12G158100","turquoise"
"Gohir.A12G251200","blue"
"Gohir.D02G160300","grey"
"Gohir.D11G007500","grey"
"Gohir.D05G232400","turquoise"
"Gohir.A11G104400","turquoise"
"Gohir.D01G190700","turquoise"
"Gohir.A12G115200","blue"
"Gohir.A13G146800","brown"
"Gohir.D07G013400","blue"
"Gohir.D08G236200","yellow"
"Gohir.A11G042400","turquoise"
"Gohir.D10G065500","turquoise"
"Gohir.A04G093300","blue"
"Gohir.D07G122066","turquoise"
"Gohir.D12G241300","grey"
"Gohir.A11G042500","blue"
"Gohir.D09G176400","turquoise"
"Gohir.D10G187600","turquoise"
"Gohir.A05G234900","blue"
"Gohir.D07G085101","turquoise"
"Gohir.D05G089800","turquoise"
"Gohir.D13G087300","blue"
"Gohir.D08G139100","brown"
"Gohir.D08G198400","turquoise"
"Gohir.A11G165500","turquoise"
"Gohir.D12G104700","blue"
"Gohir.A12G214300","brown"
"Gohir.D08G237800","turquoise"
"Gohir.A04G056700","blue"
"Gohir.D06G008000","brown"
"Gohir.A10G232800","turquoise"
"Gohir.A08G099500","turquoise"
"Gohir.A11G316800","turquoise"
"Gohir.D03G040500","brown"
"Gohir.D11G076100","blue"
"Gohir.D04G164000","green"
"Gohir.A02G108900","turquoise"
"Gohir.D11G189500","brown"
"Gohir.A10G055300","blue"
"Gohir.A01G087100","brown"
"Gohir.D04G058300","turquoise"
"Gohir.A01G195000","turquoise"
"Gohir.D10G046800","turquoise"
"Gohir.A05G042300","blue"
"Gohir.D09G087300","blue"
"Gohir.A12G025300","blue"
"Gohir.A07G073200","blue"
"Gohir.D10G118400","blue"
"Gohir.A10G023100","grey"
"Gohir.D03G122600","brown"
"Gohir.D05G139800","turquoise"
"Gohir.A06G059000","yellow"
"Gohir.D12G101200","turquoise"
"Gohir.D12G235000","turquoise"
"Gohir.A05G266900","turquoise"
"Gohir.D10G138900","turquoise"
"Gohir.A01G224400","blue"
"Gohir.D06G005900","blue"
"Gohir.D11G010700","blue"
"Gohir.A09G106900","blue"
"Gohir.D05G282500","turquoise"
"Gohir.A03G158000","turquoise"
"Gohir.D04G041100","blue"
"Gohir.D11G182700","brown"
"Gohir.D13G202000","blue"
"Gohir.A06G014000","grey"
"Gohir.D11G024300","blue"
"Gohir.A08G064300","turquoise"
"Gohir.D08G197500","brown"
"Gohir.A09G138000","blue"
"Gohir.A03G152900","turquoise"
"Gohir.A05G198000","turquoise"
"Gohir.D05G163801","turquoise"
"Gohir.A07G228000","blue"
"Gohir.A11G105100","blue"
"Gohir.A10G223300","blue"
"Gohir.D02G043601","turquoise"
"Gohir.D12G256000","brown"
"Gohir.D02G179000","turquoise"
"Gohir.D05G130400","blue"
"Gohir.D09G002450","blue"
"Gohir.D05G136700","turquoise"
"Gohir.A11G324340","turquoise"
"Gohir.D05G134900","turquoise"
"Gohir.D01G093300","blue"
"Gohir.A05G255600","blue"
"Gohir.A01G201000","brown"
"Gohir.D03G011600","blue"
"Gohir.D08G089900","brown"
"Gohir.D05G167100","turquoise"
"Gohir.A05G038800","turquoise"
"Gohir.A05G257700","blue"
"Gohir.A10G061400","blue"
"Gohir.D02G169100","brown"
"Gohir.D09G103700","blue"
"Gohir.D11G134500","brown"
"Gohir.D11G340600","turquoise"
"Gohir.A13G044500","yellow"
"Gohir.D02G149100","turquoise"
"Gohir.D05G105050","turquoise"
"Gohir.A12G268900","brown"
"Gohir.D09G066400","turquoise"
"Gohir.A05G016450","blue"
"Gohir.A08G178800","turquoise"
"Gohir.D05G378800","blue"
"Gohir.A01G058066","turquoise"
"Gohir.A10G132366","turquoise"
"Gohir.A03G087800","brown"
"Gohir.D10G092500","turquoise"
"Gohir.D10G193000","blue"
"Gohir.A05G083300","blue"
"Gohir.A05G240500","turquoise"
"Gohir.A06G170800","turquoise"
"Gohir.A11G135200","blue"
"Gohir.D07G149000","turquoise"
"Gohir.A13G006600","blue"
"Gohir.A04G083100","turquoise"
"Gohir.A04G030100","turquoise"
"Gohir.A11G241500","brown"
"Gohir.A12G100500","blue"
"Gohir.D10G067400","blue"
"Gohir.A12G189100","turquoise"
"Gohir.A02G072400","turquoise"
"Gohir.A09G192000","blue"
"Gohir.D05G260700","brown"
"Gohir.D02G063400","blue"
"Gohir.A06G076800","turquoise"
"Gohir.A03G037900","turquoise"
"Gohir.D06G075800","turquoise"
"Gohir.A03G154500","turquoise"
"Gohir.A05G061900","blue"
"Gohir.D11G131801","blue"
"Gohir.D05G080900","turquoise"
"Gohir.D05G215700","blue"
"Gohir.D08G181800","blue"
"Gohir.A04G147300","turquoise"
"Gohir.D07G188033","turquoise"
"Gohir.D11G272000","blue"
"Gohir.A04G084700","turquoise"
"Gohir.D01G001900","blue"
"Gohir.D12G126500","brown"
"Gohir.A01G064200","turquoise"
"Gohir.A08G147300","blue"
"Gohir.A08G022400","brown"
"Gohir.D02G171100","turquoise"
"Gohir.A12G214500","brown"
"Gohir.D13G167400","blue"
"Gohir.D12G272200","turquoise"
"Gohir.A13G040600","blue"
