"Regulation","Ensembl ID","log2 Fold Change","Adj.Pval","baseMean","pvalue"
"Up","Gohir.D13G063000",1.3114,5.72075247875629e-06,360.01,2.31293476456197e-09
"Up","Gohir.D13G108800",1.9862,5.72075247875629e-06,16.16,2.15804453708755e-09
"Up","Gohir.D05G134900",1.4693,6.05992370442504e-06,58.76,3.23842015714267e-09
"Up","Gohir.D05G363200",2.0704,6.05992370442504e-06,66.86,3.17887486092387e-09
"Up","Gohir.D07G220300",2.837,6.68227535738741e-06,6.01,3.70326399348523e-09
"Down","Gohir.A07G067800",-1.2902,7.99586432684262e-06,589.62,4.60433162641837e-09
"Up","Gohir.A08G014900",2.3472,7.99586432684262e-06,79.75,4.74776204982342e-09
"Up","Gohir.A06G057900",2.3927,9.3017616500841e-06,35.27,5.70727992939211e-09
"Up","Gohir.A13G027200",4.2126,9.37004432137459e-06,10.97,5.93463340756842e-09
"Up","Gohir.D08G175900",2.3014,1.06818225088161e-05,37.63,6.97688509997095e-09
"Up","Gohir.A06G022800",2.5046,1.2967699469652e-05,16.15,9.4657738494705e-09
"Up","Gohir.D01G069800",1.1777,1.2967699469652e-05,1681.67,9.49657351708344e-09
"Up","Gohir.D05G249800",2.1916,1.2967699469652e-05,49.84,9.12673313115639e-09
"Up","Gohir.D06G151100",2.6481,1.2967699469652e-05,27.18,9.11097364793785e-09
"NS","Gohir.A08G157100",0.7889,1.90999546447831e-05,64.71,1.43654159706626e-08
"Up","Gohir.A05G147300",1.3464,2.02133542987728e-05,353.19,1.64030465966607e-08
"Up","Gohir.A05G169800",2.4386,2.02133542987728e-05,11.21,1.58526367382513e-08
"Up","Gohir.D05G059100",2.7106,2.02133542987728e-05,46.86,1.63513973204079e-08
"Up","Gohir.D12G176100",1.4146,2.0446958276636e-05,451.15,1.69973131109712e-08
"Down","Gohir.D02G087333",-2.0829,2.0454017436619e-05,1174.47,1.74080189568248e-08
"Up","Gohir.A11G029600",1.2864,2.34756650579161e-05,92.99,2.04443286863334e-08
"Up","Gohir.D02G023400",2.295,2.44013843938063e-05,32.71,2.17334790935255e-08
"Down","Gohir.A06G111500",-1.5316,2.73949544253025e-05,764.21,2.51761988453243e-08
"Down","Gohir.D05G014550",-1.5175,2.73949544253025e-05,588.63,2.54841829227539e-08
"Up","Gohir.D01G077000",1.3378,2.75453316053907e-05,162.3,2.61692644497418e-08
"Down","Gohir.D03G090900",-1.162,3.90896102083411e-05,1810.97,3.86841997944948e-08
"Up","Gohir.D08G137300",1.5069,3.90896102083411e-05,149.85,3.86162724032543e-08
"NS","Gohir.D01G161100",0.9894,3.91749479154768e-05,95.9,3.95440254866858e-08
"Up","Gohir.A10G185500",1.187,4.18154285657196e-05,37.93,4.30370177622005e-08
"Up","Gohir.D05G274100",1.8663,5.01693768300423e-05,21.63,5.26279980205891e-08
"Up","Gohir.A04G027000",2.5569,6.75572196116373e-05,11.17,7.49700836036652e-08
"Up","Gohir.A13G168000",1.9093,6.75572196116373e-05,8.37,7.28352033057296e-08
"Up","Gohir.D01G042734",2.254,6.75572196116373e-05,18.53,7.62164816297864e-08
"NS","Gohir.D11G321400",0.6522,6.75572196116373e-05,587.24,7.423144733862e-08
"Up","Gohir.A01G200600",1.8193,6.9179141281349e-05,38.8,7.94155291409675e-08
"NS","Gohir.A05G103900",-0.9678,7.28016668481491e-05,76.86,8.50150095804132e-08
"Up","Gohir.A03G030200",1.338,7.3183735824216e-05,76.65,8.81719341138723e-08
"Up","Gohir.D03G001100",1.0343,7.3183735824216e-05,399.6,9.03221061067157e-08
"Up","Gohir.D08G096300",2.1586,7.3183735824216e-05,3.78,9.12551531336713e-08
"Up","Gohir.D11G041800",1.059,7.3183735824216e-05,733.92,9.1157869118213e-08
"Up","Gohir.D13G154400",1.6078,7.80489378813172e-05,26.78,9.88665193651393e-08
"Up","Gohir.A06G039200",1.2484,7.89578979252149e-05,15.89,1.0386596593607e-07
"Up","Gohir.A08G201500",1.4721,7.89578979252149e-05,55.01,1.02502276108454e-07
"Up","Gohir.D07G122132",2.7683,7.89578979252149e-05,10.62,1.04706261598238e-07
"Down","Gohir.D09G247800",-1.4733,8.16884649604633e-05,196.85,1.11254012529249e-07
"Up","Gohir.D10G226800",4.5955,8.16884649604633e-05,17.37,1.11560923170611e-07
"Up","Gohir.A11G181100",1.4425,8.47198984467438e-05,11.44,1.19054563964033e-07
"Down","Gohir.D09G163500",-1.0092,8.47198984467438e-05,167.59,1.18967193010053e-07
"Up","Gohir.D02G021500",2.2814,9.37179280830321e-05,70.52,1.34261743582718e-07
"NS","Gohir.D13G119400",0.9064,9.37179280830321e-05,126.34,1.35409087761486e-07
"Down","Gohir.A04G025600",-1.1757,9.95761805029708e-05,74.23,1.45844298892008e-07
"NS","Gohir.D06G131500",0.8223,0.000108379814516088,277.07,1.60883661006782e-07
"Up","Gohir.A07G176300",2.3873,0.000118102625667066,86.76,1.77654175257244e-07
"Up","Gohir.A13G159400",3.7143,0.000118345908039871,1.97,1.80362499387817e-07
"Up","Gohir.A03G122700",1.454,0.000121366050631309,167.19,1.87367428335882e-07
"Down","Gohir.D05G271000",-1.0193,0.000121885899603403,70.03,1.90582417636546e-07
"Up","Gohir.A06G145100",3.2613,0.000126003578697853,6.37,2.00028146360133e-07
"Up","Gohir.D02G082400",1.1757,0.000126003578697853,84.99,2.02008745834179e-07
"Down","Gohir.D11G027500",-1.3019,0.000126573931326965,39.08,2.07933582062745e-07
"Up","Gohir.D13G036750",1.157,0.000126573931326965,184.2,2.0728017287388e-07
"Down","Gohir.D12G145725",-2.1614,0.00013270798109632,14.11,2.20637131107808e-07
"Down","Gohir.D10G130800",-1.0984,0.000137173155107436,62.66,2.3077583295329e-07
"NS","Gohir.D02G182400",-0.6984,0.000140931695245033,148.87,2.39888484503856e-07
"Down","Gohir.D09G205900",-1.0597,0.00014475285807494,132.02,2.5025640153316e-07
"Up","Gohir.D11G177100",1.7999,0.00014475285807494,54.44,2.52122783441428e-07
"Down","Gohir.A13G099900",-1.9228,0.000147500897572692,10.43,2.62258549327481e-07
"Up","Gohir.D11G259100",1.7335,0.000147500897572692,48.37,2.62748016418777e-07
"Up","Gohir.A03G030000",1.4162,0.000155840490783414,101.61,2.80688082125143e-07
"Up","Gohir.D02G192900",1.9968,0.000156211543094704,77.68,2.87540050427668e-07
"NS","Gohir.D09G150600",0.9483,0.000156211543094704,545.75,2.86741180286955e-07
"Up","Gohir.A08G065900",1.2616,0.000157019373097856,96.73,2.9213484821468e-07
"Up","Gohir.D02G084400",1.5211,0.000157883743769928,12.03,2.96867937181204e-07
"Down","Gohir.D03G087500",-1.4542,0.000158230034816657,774.73,3.00650845982089e-07
"Down","Gohir.D05G270900",-1.0387,0.000163995305730187,515.55,3.14851251995649e-07
"Up","Gohir.D05G356866",1.7046,0.000165631766599064,145.97,3.21271338902469e-07
"Up","Gohir.A10G232700",2.003,0.00017481963970688,15.69,3.42552931893379e-07
"Down","Gohir.D02G062400",-1.1989,0.000175765065989158,210.17,3.47884304467497e-07
"NS","Gohir.A06G096700",0.827,0.000184596937030483,127.92,3.72672147437046e-07
"Up","Gohir.D02G132700",1.5277,0.000184596937030483,74.47,3.71189133073409e-07
"NS","Gohir.A10G070801",-0.9426,0.000184817965359684,201.39,3.76776392052241e-07
"NS","Gohir.D09G082900",-0.9428,0.000190722538845282,1100.32,4.00138332626077e-07
"NS","Gohir.D11G068700",0.9441,0.000190722538845282,951.74,3.97665156957537e-07
"Up","Gohir.D13G069400",1.3078,0.000190722538845282,39.41,3.94361921717651e-07
"Up","Gohir.A05G262000",1.288,0.000191188143983362,28.04,4.04899283631932e-07
"Up","Gohir.A01G220400",1.3235,0.00019946487426771,110.85,4.26375710967316e-07
"Up","Gohir.D06G137100",1.1646,0.000201939852603365,12.74,4.3566312908255e-07
"NS","Gohir.D12G040200",0.7784,0.000208026197561408,390.65,4.52911126034259e-07
"Up","Gohir.D03G095300",1.8243,0.000226288999843524,143.65,4.9715143263857e-07
"NS","Gohir.D12G014100",0.8995,0.000239087258907532,89.42,5.30001048959774e-07
"Up","Gohir.D08G237800",1.5804,0.000239444969394107,8.86,5.40272474683878e-07
"Up","Gohir.D11G347000",2.3607,0.000239444969394107,133.58,5.38735873844889e-07
"NS","Gohir.A08G183900",0.757,0.000242910643620433,46.36,5.52900087410929e-07
"Up","Gohir.A08G175600",1.7203,0.000247256660773984,43.89,5.97049176914456e-07
"NS","Gohir.A09G087000",0.7577,0.000247256660773984,131.64,5.89319061432657e-07
"Down","Gohir.D03G150900",-1.2257,0.000247256660773984,638.67,5.86569162119843e-07
"Up","Gohir.D06G083200",1.5824,0.000247256660773984,172.95,5.73081994894815e-07
"NS","Gohir.D07G072400",-0.8029,0.000247256660773984,680.13,5.93325810336711e-07
"Down","Gohir.D10G020300",-1.9583,0.000247256660773984,78.49,5.84178262281906e-07
"NS","Gohir.D12G237100",0.6114,0.000247256660773984,155.25,5.95209804761326e-07
"Up","Gohir.D08G274200",1.9973,0.000251937387208692,12.35,6.1333818831979e-07
"Up","Gohir.A10G094300",1.0755,0.000252473275433095,88.19,6.19639896953997e-07
"NS","Gohir.A01G218000",0.6903,0.000258691272709534,95.71,6.40020764165381e-07
"NS","Gohir.D10G171200",0.9588,0.000263738810925922,145.33,6.59833652031294e-07
"NS","Gohir.D13G112100",0.7859,0.000263738810925922,93.46,6.62948875536221e-07
"NS","Gohir.A11G306000",0.6551,0.00026678572612722,578.16,6.75888151062547e-07
"Up","Gohir.A06G033400",1.9397,0.000266826114947534,131.5,6.82133907014587e-07
"Up","Gohir.D06G040500",1.8001,0.000266826114947534,36.2,6.86552825254916e-07
"Up","Gohir.A13G064900",1.1984,0.000275626415066732,144.2,7.14651658097972e-07
"Up","Gohir.D11G215200",2.1493,0.000278602776481831,7.67,7.27883114868215e-07
"NS","Gohir.A06G047100",0.4691,0.000286418743291613,538.19,7.5397222820411e-07
"Down","Gohir.A02G089900",-1.2693,0.000288772149285597,85.85,7.65882907217757e-07
"Down","Gohir.A05G149550",-1.8414,0.000288827733038465,33.89,7.71746970948318e-07
"NS","Gohir.D01G012900",-0.8944,0.000293716169450266,269.95,7.90622259623866e-07
"Up","Gohir.A13G106032",1.0915,0.000300602703024692,14.86,8.19727626448728e-07
"Down","Gohir.D11G063600",-1.6737,0.000300602703024692,1046.24,8.21058764496229e-07
"Up","Gohir.A09G008900",2.9797,0.000301519069306938,59.06,8.29529543061998e-07
"Down","Gohir.D02G021700",-1.4618,0.000305080670776181,345.32,8.51404769603387e-07
"Up","Gohir.D02G193000",1.6452,0.000305080670776181,1223.41,8.47506029986319e-07
"NS","Gohir.D11G315300",0.4823,0.000305573175967943,169.09,8.6487538918961e-07
"Up","Gohir.D13G180800",1.0972,0.000305573175967943,656.81,8.64255050316673e-07
"Down","Gohir.A10G213600",-2.3286,0.000308213329654038,11.82,8.78448251725544e-07
"NS","Gohir.A07G229100",0.8257,0.00031413814767593,175.92,9.01552359532298e-07
"Down","Gohir.A01G215200",-1.9895,0.000315180687748865,357.6,9.48600401190659e-07
"Down","Gohir.A03G021532",-1.0654,0.000315180687748865,594.1,9.38640049438785e-07
"Up","Gohir.A13G089000",1.2833,0.000315180687748865,21.65,9.51234095324233e-07
"NS","Gohir.D03G148700",-0.9513,0.000315180687748865,659.02,9.26169198402279e-07
"Down","Gohir.D06G116700",-1.2411,0.000315180687748865,758.66,9.32787916940299e-07
"NS","Gohir.D08G091400",-0.5483,0.000315180687748865,692.13,9.46451354741826e-07
"NS","Gohir.D10G058000",0.7069,0.000315180687748865,515.48,9.54450265726712e-07
"Down","Gohir.D10G210900",-1.6314,0.000315180687748865,17.37,9.11555764073301e-07
"Up","Gohir.A07G213860",2.0368,0.000318482102365266,56.42,9.92615475132863e-07
"Up","Gohir.A10G239600",1.7113,0.000318482102365266,7.42,9.8332644132931e-07
"NS","Gohir.A12G108900",0.5151,0.000318482102365266,357.71,1.00140410681179e-06
"Up","Gohir.D06G097200",1.1118,0.000318482102365266,307.48,1.00226930322376e-06
"Up","Gohir.D08G218700",1.2644,0.000318482102365266,38.86,9.92003184347973e-07
"Up","Gohir.D11G348000",1.9427,0.000318482102365266,5.21,9.95747183761562e-07
"Down","Gohir.D01G189900",-1.4561,0.000320679968776751,195.77,1.01553311306073e-06
"NS","Gohir.D02G147800",0.7095,0.000322093515210093,512.81,1.02638460828171e-06
"NS","Gohir.A07G047200",-0.7769,0.00032284797617674,161.35,1.03517876931027e-06
"Up","Gohir.A12G180000",1.1868,0.000323348030085651,50.64,1.04318203040062e-06
"Up","Gohir.A09G047200",1.8109,0.00032588976962308,92.05,1.05783236121814e-06
"NS","Gohir.A09G082900",-0.899,0.000327349056812424,1008.28,1.0690482616984e-06
"Down","Gohir.A07G007500",-1.0782,0.000332383526845996,246.85,1.09206843196175e-06
"NS","Gohir.D12G238000",-0.9787,0.000339897412493422,252.72,1.12348325323413e-06
"Up","Gohir.D11G325233",1.4126,0.0003508865324328,126.85,1.16675119643556e-06
"NS","Gohir.A05G334500",0.8108,0.000359743024437467,572.44,1.2033206224751e-06
"NS","Gohir.A09G167600",-0.9805,0.000367756835039925,115.05,1.23740523230123e-06
"Up","Gohir.A03G130201",1.6521,0.000372434368901383,13.99,1.26051534087041e-06
"NS","Gohir.A10G126100",-0.6772,0.000381683376443173,124.74,1.29937338192197e-06
"NS","Gohir.D09G167500",0.9135,0.000383117130706183,356.24,1.31183721819669e-06
"NS","Gohir.D09G086700",0.841,0.000386050774995223,134.78,1.32952329287406e-06
"Down","Gohir.A04G097700",-1.5862,0.000395528133101582,68.3,1.37249378035928e-06
"Down","Gohir.D05G092100",-1.0221,0.000395528133101582,1918.25,1.37781948036336e-06
"Up","Gohir.A02G124000",2.0044,0.000399145259025781,32.89,1.39831982518334e-06
"NS","Gohir.A10G013600",0.8361,0.000401168565676259,1250.51,1.41334820462303e-06
"Down","Gohir.D13G230700",-1.8414,0.000403667296168776,182.08,1.43014104216236e-06
"NS","Gohir.A10G023800",0.9235,0.000404203354541843,326.21,1.44004045240938e-06
"Up","Gohir.D05G260100",1.6518,0.000409885970958543,52.32,1.46839839964168e-06
"NS","Gohir.A02G099200",0.7781,0.000449753581793188,777.78,1.64440411282093e-06
"NS","Gohir.A04G136500",-0.5996,0.000449753581793188,84.66,1.64661839469023e-06
"Up","Gohir.D09G046200",1.0361,0.000449753581793188,68.47,1.65573126065895e-06
"NS","Gohir.D09G212100",0.72,0.000449753581793188,364.17,1.65253744589186e-06
"Up","Gohir.D11G129400",1.01,0.000449753581793188,195.24,1.63552935494993e-06
"Down","Gohir.D05G071101",-1.5818,0.000453114746763024,317.49,1.67707342341631e-06
"Up","Gohir.A13G006201",1.4566,0.000453697692168185,8.11,1.68821087260745e-06
"Down","Gohir.A05G181400",-1.7382,0.000455993697101237,194.95,1.70577960478453e-06
"Up","Gohir.A11G038500",1.0162,0.000486832215443192,923.74,1.83077588738434e-06
"Up","Gohir.A12G234500",1.1871,0.000487501013035992,238.65,1.84293986006402e-06
"NS","Gohir.A12G062500",0.91,0.000494809027347399,171.39,1.88200870303981e-06
"NS","Gohir.D08G071200",0.8574,0.000494809027347399,115.41,1.8901540313128e-06
"Up","Gohir.D05G028200",1.8357,0.00050451593894272,68.71,1.93721977980539e-06
"NS","Gohir.D07G156900",-0.7016,0.000506125083592059,194.5,1.95341602605596e-06
"Down","Gohir.D01G203900",-1.8213,0.000507889264062516,56.49,1.97027740789037e-06
"NS","Gohir.A11G025500",0.6286,0.000512223557601687,684.48,1.99722984814212e-06
"Up","Gohir.A06G157000",1.5598,0.00051747946462271,7.01,2.0279656004136e-06
"NS","Gohir.A07G126400",-0.9848,0.000521391493275213,215.39,2.05361624498788e-06
"Up","Gohir.D05G081300",1.3761,0.000522800222352456,39.43,2.06951239946345e-06
"Up","Gohir.A12G142100",1.238,0.000538217234258352,7.28,2.14119357307277e-06
"Up","Gohir.D11G212100",1.1964,0.000539564300330108,96.87,2.15723198216059e-06
"Down","Gohir.D04G090100",-1.2373,0.000546216704574391,532.7,2.19463999344077e-06
"Down","Gohir.D05G228100",-1.5715,0.000552431315152233,170.69,2.2305436681786e-06
"NS","Gohir.D06G148600",-0.7279,0.000571528361092214,181.3,2.31896354255213e-06
"Down","Gohir.A09G079600",-2.0403,0.000577300246358433,944.44,2.35380909567408e-06
"Up","Gohir.D11G032500",2.4207,0.000577796289797523,3.64,2.36726767453264e-06
"NS","Gohir.A03G199600",-0.9871,0.000582596892494097,152.33,2.39846713717782e-06
"Up","Gohir.A03G001800",1.4888,0.00058416036474996,27.3,2.41646576345384e-06
"Up","Gohir.A05G038800",1.5992,0.000588086630996108,55.65,2.44434709265265e-06
"NS","Gohir.A02G093900",-0.8742,0.000609726062035368,116.85,2.54635814839408e-06
"NS","Gohir.D05G178300",-0.9354,0.000620096896414071,215.35,2.61421579716961e-06
"Down","Gohir.D11G073400",-1.8543,0.000620096896414071,62.47,2.60863258276508e-06
"NS","Gohir.D05G175100",0.9653,0.000635716847190216,103.43,2.69264914295595e-06
"Up","Gohir.D04G096500",1.1485,0.000639473387474563,46.61,2.72121720978211e-06
"Down","Gohir.A02G086200",-1.1179,0.000649208540951335,298.15,2.78834323067136e-06
"Up","Gohir.A04G040800",1.2971,0.000649208540951335,18.02,2.78200438718714e-06
"Up","Gohir.D02G006301",1.2844,0.000658452774242298,59.03,2.85411205682573e-06
"NS","Gohir.D11G179400",0.7249,0.000658452774242298,63.94,2.84470086452243e-06
"Up","Gohir.A05G130400",1.1651,0.000676408415692961,10.5,2.96914001826238e-06
"NS","Gohir.A08G062100",0.8573,0.000676408415692961,64.83,2.99396471861211e-06
"Up","Gohir.A09G037100",1.7194,0.000676408415692961,18.51,2.98448946200373e-06
"Down","Gohir.A10G008700",-1.0002,0.000676408415692961,95.25,2.99888142497077e-06
"Down","Gohir.D07G131800",-1.0276,0.000676408415692961,35.62,2.97704932309985e-06
"Down","Gohir.D13G103006",-1.9526,0.000681758631396617,106.63,3.03609555981788e-06
"Up","Gohir.A05G376800",1.2475,0.000693643634535703,80.21,3.10275238312621e-06
"Down","Gohir.A11G055400",-1.2201,0.00069698484943739,34.91,3.13149316804464e-06
"Up","Gohir.D03G052100",1.4781,0.000702353880391124,13.86,3.18341854583104e-06
"Down","Gohir.D05G137400",-1.6023,0.000702353880391124,53.1,3.17396113042882e-06
"NS","Gohir.A06G143600",-0.6895,0.000702521538062314,158.19,3.19808316353282e-06
"NS","Gohir.A10G052400",0.9259,0.000710873509929957,55.15,3.25017379450994e-06
"Down","Gohir.A02G096000",-1.2036,0.000711228148763319,671.02,3.3362574470926e-06
"Up","Gohir.A04G023900",1.3346,0.000711228148763319,16.81,3.32862760399469e-06
"Down","Gohir.A08G027900",-1.0952,0.000711228148763319,1133.76,3.31173391706857e-06
"Down","Gohir.A11G019600",-1.1003,0.000711228148763319,524.56,3.28350134601644e-06
"Down","Gohir.A13G079500",-1.2362,0.000711228148763319,100.58,3.32276608035458e-06
"NS","Gohir.D04G165000",-0.7813,0.000711228148763319,347.66,3.27265354454515e-06
"NS","Gohir.A07G232100",-0.8559,0.000721761360047218,115.27,3.39995257088192e-06
"NS","Gohir.D10G143200",-0.9338,0.000721962875206868,190.92,3.41519133826382e-06
"Down","Gohir.D01G122100",-1.8145,0.000727019107046502,18.14,3.45349904384373e-06
"Up","Gohir.D02G034400",1.2658,0.000734440049738345,78.36,3.50328659621054e-06
"Down","Gohir.A02G079300",-1.3129,0.000743836767993474,775.12,3.56283148314506e-06
"NS","Gohir.D11G015200",0.5764,0.000752333572736998,156.09,3.61842012063753e-06
"Up","Gohir.A03G124300",1.5566,0.000753695354391585,19.07,3.6804636901284e-06
"Up","Gohir.A11G126800",1.0259,0.000753695354391585,33.56,3.676299289425e-06
"Down","Gohir.D05G022900",-1.3491,0.000753695354391585,348.88,3.68464002325076e-06
"NS","Gohir.D06G180600",-0.9339,0.000753695354391585,430.85,3.66137785178246e-06
"NS","Gohir.D08G228000",0.5553,0.000771881656624763,122.68,3.79687862385698e-06
"Up","Gohir.D13G188500",1.14,0.000771881656624763,350.17,3.80410364380425e-06
"NS","Gohir.A11G064300",-0.918,0.000774088119722682,72.13,3.83029906441831e-06
"Down","Gohir.D07G195400",-1.8815,0.000786739137214692,49.52,3.90846970629578e-06
"NS","Gohir.A08G237600",-0.8498,0.000792118497292695,236.11,3.95087208688463e-06
"NS","Gohir.D05G216800",0.9914,0.000797143959651877,52.16,4.00469811174219e-06
"Down","Gohir.D09G241100",-1.2748,0.000797143959651877,39.44,4.00749279058619e-06
"Down","Gohir.A02G039600",-1.0402,0.000815040543920144,293.93,4.1135962849267e-06
"Down","Gohir.A01G215300",-1.7301,0.00081904942342069,25.52,4.16625171837379e-06
"Up","Gohir.A10G143500",2.3037,0.00081904942342069,6.42,4.15038312022521e-06
"NS","Gohir.1Z049473",-0.6259,0.000824988488342664,223.94,4.21279055483349e-06
"Up","Gohir.D10G243400",1.2596,0.000842036438595852,67.89,4.3375185797934e-06
"Down","Gohir.D11G024300",-1.3038,0.000842036438595852,180.2,4.32586075410625e-06
"Up","Gohir.D13G056700",1.2653,0.000842036438595852,21.15,4.34984384596464e-06
"Up","Gohir.D02G206966",1.2426,0.000849219083697546,15.26,4.40375662910215e-06
"Up","Gohir.A11G261700",1.3311,0.000852921970909621,10.77,4.4398400433305e-06
"NS","Gohir.A09G195600",-0.9987,0.000859079663620907,109.3,4.48889698353099e-06
"NS","Gohir.D09G234100",0.5215,0.00086009413197115,833.01,4.51122130022078e-06
"NS","Gohir.D07G102200",0.6828,0.000861218245916754,138.18,4.5341630396219e-06
"Down","Gohir.D07G183500",-1.6787,0.000861251974472995,165.42,4.55138700784359e-06
"Down","Gohir.D11G182800",-1.6244,0.000864245287028395,162.61,4.58431115754117e-06
"Down","Gohir.A07G072300",-1.1599,0.000872175736011492,100.06,4.66090271401914e-06
"Up","Gohir.D11G108801",1.1975,0.000872175736011492,13.33,4.64414438544335e-06
"Up","Gohir.A01G069600",1.0711,0.000896343095114885,26.52,4.80779389549786e-06
"Down","Gohir.A12G218600",-1.8017,0.000909014758973818,389.83,4.89375374952257e-06
"NS","Gohir.A02G155600",0.9675,0.00091406631798601,57.93,4.96532088850609e-06
"Up","Gohir.D06G003500",1.6635,0.00091406631798601,48.37,4.94351170626807e-06
"NS","Gohir.D07G146500",0.9304,0.00091406631798601,33.91,4.97522439723998e-06
"Up","Gohir.A04G048500",1.4304,0.00092104451594077,14.25,5.03143627582243e-06
"NS","Gohir.A05G213400",0.8397,0.000934401687048222,43.21,5.13794630203852e-06
"Down","Gohir.A11G151200",-1.5979,0.000934401687048222,613.3,5.14139159606139e-06
"Down","Gohir.A12G236800",-1.1518,0.000938720495817134,307.59,5.18373482568641e-06
"NS","Gohir.A06G166500",0.9067,0.00094012442140113,239.89,5.21009496461714e-06
"Down","Gohir.D11G068500",-1.219,0.000941229859301724,207.92,5.2348505752471e-06
"NS","Gohir.A12G104100",-0.6512,0.000944760115049463,96.87,5.27541838162355e-06
"Up","Gohir.D12G274600",1.6529,0.000944760115049463,197.71,5.29188331404873e-06
"Up","Gohir.A11G274800",1.0122,0.000963075691799418,28.93,5.4135360713925e-06
"NS","Gohir.D02G224600",-0.9094,0.000963661961108294,202.33,5.45497824552633e-06
"NS","Gohir.D08G055600",0.6964,0.000963661961108294,217.93,5.44180058792129e-06
"Down","Gohir.D05G043600",-1.1792,0.000989866673035847,49.36,5.64249865082582e-06
"Up","Gohir.D07G191400",1.0768,0.000989866673035847,236.76,5.62369681565653e-06
"Up","Gohir.A02G072400",1.1191,0.000990550642513948,78.95,5.68834856599397e-06
"Down","Gohir.A03G053800",-2.0185,0.000990550642513948,27.85,5.68652194330257e-06
"Down","Gohir.A09G124800",-1.1512,0.000990550642513948,323.75,5.7248196424288e-06
"NS","Gohir.D06G064100",0.9168,0.000990550642513948,63.97,5.70754006637952e-06
"NS","Gohir.A05G269000",-0.9307,0.000997102218224398,467.17,5.80215446437283e-06
"Down","Gohir.A06G199300",-1.0046,0.000997102218224398,543.46,5.79240842079125e-06
"Up","Gohir.D02G087200",1.0345,0.00100002372929713,62.49,5.84190836646278e-06
"NS","Gohir.D02G216600",-0.7155,0.00100002372929713,172.69,5.85874087308905e-06
"Up","Gohir.D04G153200",1.3114,0.00100642124237869,84.23,5.91614102182076e-06
"Down","Gohir.A05G042300",-1.3786,0.00102163945496613,2409.97,6.16374339702345e-06
"NS","Gohir.A05G308300",-0.6902,0.00102163945496613,270.34,6.13354197669526e-06
"NS","Gohir.A05G411800",0.552,0.00102163945496613,227.75,6.04987314876034e-06
"Down","Gohir.A07G176400",-1.5615,0.00102163945496613,142.97,6.04483117519962e-06
"Up","Gohir.A07G216500",1.3938,0.00102163945496613,17.83,6.19686176974286e-06
"NS","Gohir.A10G191900",-0.7523,0.00102163945496613,132.17,6.23756541567222e-06
"Up","Gohir.A13G119500",1.3331,0.00102163945496613,7.33,6.21902573122304e-06
"NS","Gohir.A13G220500",-0.884,0.00102163945496613,99.3,6.24825016991004e-06
"Down","Gohir.D02G107000",-1.3264,0.00102163945496613,54.22,6.16702767443555e-06
"NS","Gohir.D03G060200",-0.9819,0.00102163945496613,1667.8,6.21910153259289e-06
"Up","Gohir.D04G191700",1.5327,0.00102163945496613,16.18,6.11789662706866e-06
"Up","Gohir.D11G295000",2.121,0.00102163945496613,32.14,6.17460795969528e-06
"NS","Gohir.D04G186800",0.9143,0.00102233401977609,43.05,6.27273268408259e-06
