gene,program
Gohir.A11G285500,1
Gohir.D10G165100,10
Gohir.A05G006000,7
Gohir.D11G286000,6
Gohir.A10G099900,6
Gohir.D11G306500,0
Gohir.A05G105300,1
Gohir.D13G138500,10
Gohir.A04G064300,1
Gohir.A01G074100,10
Gohir.A03G180100,10
Gohir.A13G182300,1
Gohir.D03G136400,4
Gohir.D12G059800,4
Gohir.A04G037900,10
Gohir.D09G118600,1
Gohir.D02G192900,2
Gohir.A06G140200,5
Gohir.D05G214300,0
Gohir.D08G100900,1
Gohir.A13G173400,2
Gohir.D13G045300,2
Gohir.A10G219600,5
Gohir.D10G250700,9
Gohir.A02G089100,1
Gohir.D11G029700,10
Gohir.D01G202600,1
Gohir.A05G276500,10
Gohir.D08G059401,1
Gohir.A06G008700,9
Gohir.D13G230700,9
Gohir.A08G116500,0
Gohir.A04G132400,10
Gohir.D12G269750,1
Gohir.D02G117800,1
Gohir.A12G076700,10
Gohir.D08G033100,2
Gohir.D06G034500,1
Gohir.D05G242300,6
Gohir.A12G269300,1
Gohir.D06G013100,10
Gohir.D01G033300,6
Gohir.D08G259500,5
Gohir.A04G077100,10
Gohir.D04G006100,10
Gohir.A07G201900,0
Gohir.A01G230500,1
Gohir.A11G320700,1
Gohir.D07G214900,10
Gohir.A07G066100,6
Gohir.A04G130800,0
Gohir.A07G022168,1
Gohir.A13G233000,2
Gohir.D09G182000,0
Gohir.A04G111100,10
Gohir.A09G228300,10
Gohir.D05G205500,10
Gohir.A10G232015,6
Gohir.A13G064500,6
Gohir.D11G233700,10
Gohir.D07G049500,10
Gohir.A03G005000,10
Gohir.D09G193700,7
Gohir.A07G204000,9
Gohir.A08G045800,4
Gohir.A07G007200,6
Gohir.D05G099700,0
Gohir.A02G152900,10
Gohir.D05G053300,7
Gohir.D04G046200,10
Gohir.A05G157300,7
Gohir.A01G159900,0
Gohir.A10G231849,6
Gohir.D06G068200,9
Gohir.D05G107300,4
Gohir.D12G239300,10
Gohir.D11G008500,11
Gohir.D04G140900,1
Gohir.A05G405750,0
Gohir.A03G040400,6
Gohir.D05G002600,10
Gohir.D09G083500,7
Gohir.D12G152400,1
Gohir.D01G023000,10
Gohir.A08G081000,1
Gohir.A10G052200,4
Gohir.A08G000173,5
Gohir.A05G369450,7
Gohir.A08G221000,7
Gohir.D04G185700,1
Gohir.A07G127800,4
Gohir.D08G217400,1
Gohir.A04G012900,10
Gohir.D13G157000,1
Gohir.A12G209966,1
Gohir.D08G033500,4
Gohir.A12G091244,10
Gohir.D11G008600,11
Gohir.A13G028000,2
Gohir.A04G001500,1
Gohir.A05G223300,4
Gohir.A11G194800,1
Gohir.D08G012800,10
Gohir.D10G240000,1
Gohir.D02G115200,1
Gohir.A11G306700,6
Gohir.A11G063800,10
Gohir.A06G018600,5
Gohir.A06G152600,6
Gohir.A11G269700,9
Gohir.D02G041900,6
Gohir.A05G108200,1
Gohir.A05G086500,5
Gohir.A07G180600,7
Gohir.D11G235400,10
Gohir.D01G103300,6
Gohir.A02G041802,10
Gohir.A03G012200,6
Gohir.A12G238200,10
Gohir.A06G036600,1
Gohir.D04G177300,9
Gohir.A11G286320,1
Gohir.D07G009100,7
Gohir.D01G177700,1
Gohir.D08G172700,4
Gohir.D02G017100,1
Gohir.D01G033500,1
Gohir.D04G080500,1
Gohir.D13G103006,3
Gohir.D05G244200,6
Gohir.D03G080400,4
Gohir.A08G080100,9
Gohir.D08G249800,6
Gohir.D13G132601,6
Gohir.D05G105050,6
Gohir.D01G122400,2
Gohir.D05G372500,1
Gohir.A07G140700,10
Gohir.A05G328200,9
Gohir.D08G186000,6
Gohir.A08G053400,9
Gohir.D09G129300,1
Gohir.A05G118400,10
Gohir.A03G001200,1
Gohir.A13G031400,5
Gohir.A10G229400,6
Gohir.A11G234300,0
Gohir.D07G173300,11
Gohir.D12G109000,10
Gohir.D07G131700,1
Gohir.A11G157300,6
Gohir.A03G074900,10
Gohir.A11G024000,5
Gohir.A12G267100,5
Gohir.A07G146700,7
Gohir.A10G193800,9
Gohir.D13G029400,5
Gohir.A12G193100,10
Gohir.D06G101600,6
Gohir.A09G173900,0
Gohir.D06G108900,10
Gohir.D05G185100,10
Gohir.D03G043100,4
Gohir.A13G164700,6
Gohir.D09G136600,5
Gohir.A01G010000,10
Gohir.A05G037000,0
Gohir.D13G209400,7
Gohir.D05G061800,10
Gohir.D07G146100,10
Gohir.A05G132700,7
Gohir.A04G067400,10
Gohir.D07G211900,10
Gohir.D01G017200,6
Gohir.D10G040300,5
Gohir.D05G063000,10
Gohir.D02G031600,4
Gohir.D03G143000,1
Gohir.A10G061800,3
Gohir.D03G167600,10
Gohir.A11G292300,1
Gohir.D11G164800,0
Gohir.D04G074400,3
Gohir.D07G195700,9
Gohir.D08G222700,6
Gohir.A01G108200,4
Gohir.D04G136900,0
Gohir.A09G126100,6
Gohir.D03G135800,4
Gohir.D05G182700,10
Gohir.D12G276200,7
Gohir.A13G197900,10
Gohir.A09G148100,10
Gohir.D04G102600,10
Gohir.D11G342200,7
Gohir.D03G175700,7
Gohir.D07G208900,10
Gohir.A10G197200,10
Gohir.D05G071900,10
Gohir.A05G242000,6
Gohir.D03G017700,10
Gohir.D13G173200,0
Gohir.A11G323500,2
Gohir.D07G160600,7
Gohir.D07G057400,0
Gohir.D05G284500,10
Gohir.D07G155016,1
Gohir.D04G110600,6
Gohir.D07G168200,6
Gohir.D09G228200,6
Gohir.A10G039500,5
Gohir.A06G069200,6
Gohir.D11G073400,10
Gohir.A05G218900,1
Gohir.D11G174800,1
Gohir.D12G264500,5
Gohir.A01G200600,6
Gohir.A08G111300,6
Gohir.D06G003700,0
Gohir.D10G073200,1
Gohir.D09G002500,5
Gohir.A02G132300,5
Gohir.A09G142000,9
Gohir.D04G124300,1
Gohir.A13G108000,2
Gohir.A07G208100,5
Gohir.A11G241000,10
Gohir.A07G110200,6
Gohir.D04G013900,1
Gohir.A11G140800,4
Gohir.A02G137800,1
Gohir.A07G189601,1
Gohir.A10G195700,0
Gohir.D03G128200,5
Gohir.D10G059600,6
Gohir.D10G190600,0
Gohir.A10G183000,1
Gohir.D04G047200,10
Gohir.A10G086300,1
Gohir.D05G152200,5
Gohir.A02G168200,0
Gohir.D12G115100,0
Gohir.A13G225200,0
Gohir.A01G187800,6
Gohir.A09G214400,6
Gohir.D01G094300,1
Gohir.A13G087400,7
Gohir.A01G168400,1
Gohir.D04G168800,0
Gohir.A10G025700,10
Gohir.A12G019400,6
Gohir.A09G136700,10
Gohir.D03G154100,1
Gohir.D11G257601,7
Gohir.A05G117700,1
Gohir.A10G019500,9
Gohir.A05G213300,9
Gohir.D01G150200,0
Gohir.D02G097000,6
Gohir.A08G157800,7
Gohir.D09G195800,9
Gohir.D05G042800,10
Gohir.D13G206700,0
Gohir.A11G146000,1
Gohir.D13G238600,2
Gohir.D12G255000,7
Gohir.D13G205100,10
Gohir.A08G227600,10
Gohir.D08G178700,1
Gohir.D08G032900,4
Gohir.A09G133700,11
Gohir.A01G200700,6
Gohir.A11G283800,6
Gohir.A12G235700,10
Gohir.D09G176400,0
Gohir.A05G160600,6
Gohir.A09G111300,10
Gohir.D05G163801,4
Gohir.D10G160400,6
Gohir.D03G086300,6
Gohir.A05G322900,0
Gohir.A04G128400,10
Gohir.A06G071500,0
Gohir.D13G136700,10
Gohir.D03G014400,6
Gohir.D02G065400,9
Gohir.D04G063100,1
Gohir.D12G098100,10
Gohir.A02G027300,10
Gohir.A11G179500,10
Gohir.A02G016202,10
Gohir.D01G089600,7
Gohir.A12G085600,5
Gohir.D12G150000,10
Gohir.A03G163200,7
Gohir.A10G030900,1
Gohir.D06G186200,6
Gohir.A04G020200,1
Gohir.D02G154700,11
Gohir.D05G296700,3
Gohir.A02G041801,10
Gohir.D07G152700,7
Gohir.A05G242100,10
Gohir.D05G122800,6
Gohir.A10G101220,10
Gohir.D11G068100,10
Gohir.D13G109500,10
Gohir.A09G151100,10
Gohir.A11G202300,10
Gohir.D02G164200,7
Gohir.D07G002800,0
Gohir.A02G130600,1
Gohir.D01G086700,5
Gohir.D02G240100,5
Gohir.D01G202500,4
Gohir.D10G130600,1
Gohir.A07G202700,10
Gohir.D08G079700,5
Gohir.D08G254400,1
Gohir.D09G199500,4
Gohir.A11G070100,10
Gohir.D03G090300,1
Gohir.D01G145100,10
Gohir.D11G234800,10
Gohir.A01G169600,1
Gohir.A05G045600,10
Gohir.A02G178900,2
Gohir.D08G114400,10
Gohir.A01G023000,10
Gohir.A10G006700,1
Gohir.D05G061200,11
Gohir.D13G036300,1
Gohir.D06G033500,9
Gohir.A09G121100,1
Gohir.D07G083400,6
Gohir.A03G037900,6
Gohir.A09G019000,5
Gohir.A08G201400,10
Gohir.A09G083720,10
Gohir.A03G019700,10
Gohir.D11G047200,1
Gohir.D04G130400,10
Gohir.A11G115600,6
Gohir.D04G153000,6
Gohir.A01G196000,3
Gohir.D10G111700,7
Gohir.D11G020400,1
Gohir.D12G071600,0
Gohir.D11G114800,5
Gohir.A05G220100,0
Gohir.A11G221400,10
Gohir.D11G095600,6
Gohir.A12G181000,9
Gohir.D13G052700,0
Gohir.D10G053800,4
Gohir.A12G217200,3
Gohir.D01G105500,10
Gohir.A12G080900,6
Gohir.A03G218100,5
Gohir.D12G267600,5
Gohir.D01G194700,5
Gohir.D12G239700,6
Gohir.D11G070300,1
Gohir.D03G069002,10
Gohir.D09G025700,6
Gohir.A09G228800,10
Gohir.A07G194100,10
Gohir.A06G072400,10
Gohir.A07G154100,6
Gohir.D02G190800,1
Gohir.D13G235200,6
Gohir.D13G081100,7
Gohir.A01G213800,9
Gohir.D11G243300,6
Gohir.A10G061700,9
Gohir.A03G017200,1
Gohir.A11G135300,10
Gohir.D02G099900,11
Gohir.D11G010400,5
Gohir.A08G062000,11
Gohir.A08G174800,1
Gohir.D04G172400,0
Gohir.A01G159600,0
Gohir.A13G006700,10
Gohir.D04G165400,9
Gohir.A01G043200,6
Gohir.A11G016500,0
Gohir.A05G258800,2
Gohir.A01G066700,0
Gohir.D05G373051,10
Gohir.D08G024200,5
Gohir.D11G048200,6
Gohir.D10G049400,10
Gohir.D13G104800,9
Gohir.A12G003300,1
Gohir.D08G033000,4
Gohir.A05G228300,0
Gohir.D11G093800,7
Gohir.A03G014000,10
Gohir.A05G154900,1
Gohir.D08G156800,1
Gohir.A11G010700,5
Gohir.A02G076500,4
Gohir.D09G179700,4
Gohir.D03G003500,1
Gohir.A06G033000,1
Gohir.D09G240000,9
Gohir.D09G150700,7
Gohir.D03G107000,5
Gohir.D03G177000,6
Gohir.D01G217300,0
Gohir.A03G075332,10
Gohir.A11G000600,4
Gohir.A08G245700,1
Gohir.D03G009400,5
Gohir.D03G144600,1
Gohir.A10G003400,10
Gohir.A10G197600,0
Gohir.D03G161700,1
Gohir.A12G194200,6
Gohir.D02G038200,10
Gohir.D03G018400,1
Gohir.D10G102900,0
Gohir.A09G059300,10
Gohir.D08G016600,1
Gohir.A07G170978,5
Gohir.A03G129400,1
Gohir.D05G157100,5
Gohir.A09G073600,10
Gohir.A08G036400,3
Gohir.D05G052500,1
Gohir.D08G141501,2
Gohir.D09G223500,0
Gohir.A07G133800,9
Gohir.D12G036200,10
Gohir.A05G061700,6
Gohir.A11G192600,10
Gohir.D10G089200,10
Gohir.D01G151200,0
Gohir.A10G147300,7
Gohir.D12G019600,6
Gohir.D07G043400,5
Gohir.D02G052100,0
Gohir.D09G014800,5
Gohir.A06G079600,6
Gohir.A11G068200,10
Gohir.A02G111502,10
Gohir.D11G076700,7
Gohir.D02G136300,6
Gohir.A09G177400,0
Gohir.D08G230200,2
Gohir.D03G079400,0
Gohir.D03G115900,5
Gohir.A03G153000,9
Gohir.D12G065200,5
Gohir.A11G103400,1
Gohir.A03G209900,5
Gohir.A08G089600,6
Gohir.D05G108700,0
Gohir.A07G140400,9
Gohir.D10G198900,9
Gohir.A05G282800,6
Gohir.A05G351200,6
Gohir.A12G244900,1
Gohir.A11G273100,6
Gohir.D02G207500,10
Gohir.A09G160300,10
Gohir.A07G078400,2
Gohir.D09G109200,6
Gohir.A11G264000,0
Gohir.D05G322000,0
Gohir.A01G224200,0
Gohir.A05G390100,1
Gohir.D13G103300,1
Gohir.A09G133000,6
Gohir.1Z049478,10
Gohir.A13G094400,6
Gohir.A03G218000,6
Gohir.D07G052700,10
Gohir.A06G034100,1
Gohir.A08G163000,6
Gohir.D02G240000,6
Gohir.D09G071500,6
Gohir.D13G000100,1
Gohir.D10G253400,6
Gohir.A11G100400,9
Gohir.A12G021900,1
Gohir.D13G066700,0
Gohir.A09G242600,6
Gohir.A10G229300,6
Gohir.D12G166100,1
Gohir.D08G010800,5
Gohir.A01G018700,1
Gohir.A11G069400,10
Gohir.D01G044700,10
Gohir.A11G051200,6
Gohir.A04G072100,1
Gohir.A04G008100,1
Gohir.D01G186400,10
Gohir.D06G016800,5
Gohir.A13G214000,10
Gohir.A05G214500,0
Gohir.A09G140300,5
Gohir.D12G090000,6
Gohir.D08G089900,2
Gohir.A10G011300,0
Gohir.D07G050700,10
Gohir.D10G048800,10
Gohir.D06G049301,2
Gohir.A06G211100,10
Gohir.A08G176600,10
Gohir.A03G180400,5
Gohir.A09G106700,10
Gohir.A02G073600,9
Gohir.D07G126200,10
Gohir.A05G313900,11
Gohir.A02G051400,4
Gohir.A06G098204,10
Gohir.D11G028000,8
Gohir.D12G181300,10
Gohir.D10G249300,7
Gohir.D09G142700,7
Gohir.D05G032100,10
Gohir.D10G033200,10
Gohir.D02G175700,10
Gohir.D12G106200,1
Gohir.D08G227100,5
Gohir.D05G366500,10
Gohir.D02G126800,8
Gohir.D03G144500,4
Gohir.A05G099900,0
Gohir.D10G016700,5
Gohir.D13G173900,10
Gohir.D05G243400,7
Gohir.D05G007800,9
Gohir.A11G013400,1
Gohir.D09G096300,11
Gohir.D10G020800,10
Gohir.A05G251900,0
Gohir.D12G222900,0
Gohir.D13G072700,10
Gohir.D04G076700,7
Gohir.D12G262000,7
Gohir.D13G024700,5
Gohir.A12G059400,4
Gohir.A12G011400,10
Gohir.A05G192200,10
Gohir.A05G250800,7
Gohir.D05G082700,9
Gohir.A01G145900,10
Gohir.D09G223150,11
Gohir.A05G368200,7
Gohir.A11G079800,6
Gohir.A12G026600,6
Gohir.A06G027000,6
Gohir.A01G043100,1
Gohir.D05G098100,1
Gohir.D11G023700,5
Gohir.A05G288500,0
Gohir.A01G172700,7
Gohir.A08G174000,7
Gohir.D13G230500,5
Gohir.A10G015660,1
Gohir.A13G204100,10
Gohir.A06G154800,1
Gohir.D04G061500,4
Gohir.D09G221400,4
Gohir.D07G177800,5
Gohir.A01G167400,10
Gohir.D07G126600,5
Gohir.D06G086200,1
Gohir.D11G039900,1
Gohir.A13G137200,10
Gohir.A05G062700,1
Gohir.D09G045300,5
Gohir.A13G069400,10
Gohir.D05G092700,6
Gohir.A13G201300,10
Gohir.D12G026500,0
Gohir.A03G184500,10
Gohir.A12G120300,6
Gohir.A11G226600,9
Gohir.D02G229700,10
Gohir.D02G205800,2
Gohir.D02G220700,10
Gohir.D09G099400,1
Gohir.D13G192200,5
Gohir.A09G049200,10
Gohir.A07G099700,2
Gohir.D12G252300,6
Gohir.D11G095900,4
Gohir.D10G132401,8
Gohir.A01G092600,1
Gohir.A11G030400,1
Gohir.A03G042033,6
Gohir.D05G179100,7
Gohir.D12G026200,6
Gohir.D07G055300,10
Gohir.A11G290700,6
Gohir.A03G029100,1
Gohir.A13G095200,4
Gohir.A11G031000,10
Gohir.A10G008900,6
Gohir.D02G211800,5
Gohir.A03G212300,1
Gohir.D05G085400,5
Gohir.D11G033100,6
Gohir.A11G091200,5
Gohir.A11G017800,10
Gohir.D03G030900,10
Gohir.A05G094400,6
Gohir.D06G160000,9
Gohir.D11G195900,1
Gohir.D13G028900,0
Gohir.A02G171900,6
Gohir.D12G017300,0
Gohir.D01G093500,0
Gohir.D10G226800,2
Gohir.A05G206000,4
Gohir.A13G062450,6
Gohir.D09G158200,5
Gohir.A10G084801,0
Gohir.A01G174500,5
Gohir.A11G023000,1
Gohir.D07G083100,10
Gohir.A11G140200,1
Gohir.A05G375700,10
Gohir.A03G098700,1
Gohir.A01G077400,1
Gohir.D08G108900,4
Gohir.A10G119800,10
Gohir.A12G016500,6
Gohir.A06G155300,10
Gohir.A09G022500,6
Gohir.D02G036900,0
Gohir.A07G111250,7
Gohir.A11G121500,6
Gohir.A11G038300,4
Gohir.D01G190800,0
Gohir.D06G093600,10
Gohir.D10G005200,9
Gohir.A12G059600,5
Gohir.D04G067000,9
Gohir.D08G112800,10
Gohir.D09G233800,1
Gohir.A12G182700,10
Gohir.D04G000100,0
Gohir.A12G194100,7
Gohir.A03G040700,0
Gohir.D04G155000,3
Gohir.D03G138600,6
Gohir.A02G107108,5
Gohir.D05G366300,1
Gohir.D02G211400,7
Gohir.A09G109200,5
Gohir.A05G240800,6
Gohir.D09G133600,10
Gohir.1Z049992,10
Gohir.D09G155900,10
Gohir.D03G160800,1
Gohir.D12G149500,0
Gohir.A05G271300,1
Gohir.A03G054200,6
Gohir.A12G018400,10
Gohir.A05G246000,10
Gohir.A03G208200,10
Gohir.D01G017600,5
Gohir.D13G204500,10
Gohir.A07G125100,1
Gohir.A08G097500,1
Gohir.D13G157700,10
Gohir.D02G058100,6
Gohir.A10G051000,5
Gohir.D04G168200,0
Gohir.D07G134000,7
Gohir.A05G128400,7
Gohir.A11G151200,9
Gohir.D06G086100,6
Gohir.D12G053000,1
Gohir.D02G205000,11
Gohir.D13G163300,10
Gohir.D07G147700,7
Gohir.A07G131500,6
Gohir.D02G205600,2
Gohir.A05G003000,6
Gohir.D12G023500,1
Gohir.D05G345300,10
Gohir.D10G177700,4
Gohir.D09G022300,3
Gohir.A09G036100,10
Gohir.A12G104900,9
Gohir.D01G196300,1
Gohir.D08G043900,10
Gohir.D13G105300,1
Gohir.A10G089200,0
Gohir.D07G134600,0
Gohir.A01G210100,9
Gohir.A12G180000,6
Gohir.A11G308300,5
Gohir.A12G224600,9
Gohir.A11G183700,10
Gohir.D05G363301,6
Gohir.D13G095700,9
Gohir.D13G006700,0
Gohir.D11G279100,2
Gohir.A07G142000,7
Gohir.A04G049400,6
Gohir.A10G162200,10
Gohir.A11G109800,5
Gohir.D03G009900,1
Gohir.A02G093200,1
Gohir.A09G219400,1
Gohir.A11G164600,0
Gohir.A12G259900,6
Gohir.D07G087400,0
Gohir.D11G118200,9
Gohir.D10G243700,1
Gohir.A12G084000,10
Gohir.A07G218300,10
Gohir.D10G135500,5
Gohir.A11G306600,1
Gohir.D05G290900,1
Gohir.D12G272300,10
Gohir.D03G101400,1
Gohir.A01G039800,1
Gohir.D06G006000,1
Gohir.D11G091100,0
Gohir.A11G143800,10
Gohir.D11G022200,6
Gohir.A07G229800,6
Gohir.A11G019900,10
Gohir.D04G096500,6
Gohir.D08G131500,6
Gohir.A10G010200,1
Gohir.A12G022500,6
Gohir.D02G117488,10
Gohir.D01G129300,1
Gohir.A03G030100,6
Gohir.A11G183900,6
Gohir.A12G143700,6
Gohir.A07G140800,10
Gohir.D12G123100,6
Gohir.A09G072900,0
Gohir.A06G050100,10
Gohir.D12G275500,10
Gohir.D06G063300,10
Gohir.A02G097302,6
Gohir.A03G152900,6
Gohir.A13G228900,6
Gohir.D11G281600,0
Gohir.D11G270232,0
Gohir.D06G019063,9
Gohir.D02G119900,10
Gohir.A06G189900,9
Gohir.A03G004900,1
Gohir.D12G062700,7
Gohir.D01G007900,10
Gohir.A06G136700,10
Gohir.A05G107200,4
Gohir.A05G198400,6
Gohir.D04G040100,10
Gohir.A03G169900,2
Gohir.A03G057100,10
Gohir.A08G105100,1
Gohir.D12G259500,9
Gohir.D09G154400,6
Gohir.D01G113800,10
Gohir.D03G028800,1
Gohir.D08G212500,4
Gohir.A03G217700,1
Gohir.D11G342300,1
Gohir.A03G176000,11
Gohir.A10G098900,10
Gohir.D13G188300,6
Gohir.D05G265700,5
Gohir.A02G035100,6
Gohir.D05G109501,6
Gohir.D07G021700,11
Gohir.D13G229300,6
Gohir.A12G186351,0
Gohir.A05G372200,0
Gohir.A08G214600,1
Gohir.D13G131300,1
Gohir.A11G136500,3
Gohir.D05G176900,6
Gohir.A07G140100,1
Gohir.A09G155100,7
Gohir.D02G227200,7
Gohir.D13G161700,0
Gohir.A01G012600,0
Gohir.A05G208700,1
Gohir.A12G275500,7
Gohir.D11G312100,2
Gohir.A03G162400,1
Gohir.A09G162600,5
Gohir.A07G176700,1
Gohir.D09G089100,0
Gohir.D08G062900,9
Gohir.D09G100600,9
Gohir.A06G094000,7
Gohir.D11G146050,10
Gohir.D12G144700,7
Gohir.A07G140200,1
Gohir.A11G211300,6
Gohir.D09G005900,10
Gohir.A10G014200,7
Gohir.D07G059800,10
Gohir.A09G016100,5
Gohir.D06G048000,7
Gohir.A13G036900,1
Gohir.A03G145300,1
Gohir.A11G085500,1
Gohir.D11G206400,7
Gohir.A11G327700,1
Gohir.D04G168100,0
Gohir.A01G177800,10
Gohir.A11G011300,5
Gohir.D01G153700,7
Gohir.D13G175100,9
Gohir.A09G065700,0
Gohir.D09G159500,10
Gohir.A11G038000,10
Gohir.A13G105500,10
Gohir.D13G054000,6
Gohir.D10G087600,6
Gohir.A04G000900,1
Gohir.A05G068200,6
Gohir.A01G153500,10
Gohir.A07G072800,4
Gohir.A02G078902,4
Gohir.A11G018800,10
Gohir.A05G225000,6
Gohir.A09G000037,10
Gohir.D09G156100,1
Gohir.D10G015800,6
Gohir.A01G140100,1
Gohir.A12G259001,6
Gohir.A03G181000,1
Gohir.A09G132100,7
Gohir.A06G068100,8
Gohir.A01G090000,10
Gohir.A12G030800,10
Gohir.D08G097700,6
Gohir.D10G168700,7
Gohir.D10G023100,1
Gohir.D02G193000,6
Gohir.D05G118300,10
Gohir.A03G183400,11
Gohir.D06G057600,10
Gohir.D08G178100,7
Gohir.D12G216900,2
Gohir.A11G112100,0
Gohir.A08G221630,10
Gohir.D01G138700,1
Gohir.D06G189700,3
Gohir.A11G063500,10
Gohir.D11G108900,6
Gohir.A11G173800,5
Gohir.A05G228900,6
Gohir.D05G163500,7
Gohir.D10G164000,1
Gohir.D06G031600,7
Gohir.A13G223900,3
Gohir.D11G321500,5
Gohir.A08G048132,0
Gohir.D06G137900,10
Gohir.A12G170600,3
Gohir.D08G169900,2
Gohir.D05G106300,7
Gohir.D02G057100,1
Gohir.A09G135200,6
Gohir.D04G137400,6
Gohir.A07G231800,10
Gohir.A12G136750,9
Gohir.A13G205150,9
Gohir.D03G151700,0
Gohir.D03G101600,1
Gohir.D09G088000,5
Gohir.D13G234500,6
Gohir.D13G210100,9
Gohir.A02G082800,7
Gohir.A10G204200,10
Gohir.D09G084700,10
Gohir.D11G304303,10
Gohir.A12G113500,6
Gohir.D09G134200,5
Gohir.A01G224100,2
Gohir.D09G107700,11
Gohir.A09G160700,10
Gohir.A09G006600,10
Gohir.D01G097600,0
Gohir.D05G235300,7
Gohir.A05G366100,4
Gohir.D08G177300,0
Gohir.A03G000053,0
Gohir.D05G318900,11
Gohir.D10G142500,10
Gohir.A03G012400,10
Gohir.D05G065100,6
Gohir.A05G340000,10
Gohir.D03G175800,7
Gohir.D03G134500,4
Gohir.A11G201800,1
Gohir.D03G084700,6
Gohir.A08G030600,5
Gohir.A08G013660,5
Gohir.A13G012900,6
Gohir.A11G027800,2
Gohir.A03G028900,11
Gohir.D01G078000,6
Gohir.D10G201400,10
Gohir.D03G047800,5
Gohir.A08G143400,0
Gohir.D05G163300,6
Gohir.D07G223300,6
Gohir.A03G000035,1
Gohir.A04G030100,0
Gohir.A04G081700,5
Gohir.A09G080900,8
Gohir.D07G204700,2
Gohir.A03G135300,7
Gohir.A11G029981,9
Gohir.A01G117500,10
Gohir.D07G103300,10
Gohir.A12G114100,10
Gohir.A11G019700,6
Gohir.A09G100000,1
Gohir.A05G317100,11
Gohir.D08G037101,1
Gohir.A06G029700,6
Gohir.D10G227600,6
Gohir.A07G078600,10
Gohir.A01G101600,5
Gohir.A11G295600,5
Gohir.D11G174900,5
Gohir.A03G102000,8
Gohir.A11G207300,1
Gohir.A04G012484,6
Gohir.A06G137100,4
Gohir.A08G073400,1
Gohir.D11G156400,7
Gohir.D05G203200,11
Gohir.A08G129100,7
Gohir.D13G234100,5
Gohir.D08G179000,1
Gohir.D13G113600,1
Gohir.A13G070600,1
Gohir.D02G153200,0
Gohir.D13G212500,4
Gohir.D05G277300,6
Gohir.A05G059100,11
Gohir.A07G076600,9
Gohir.D06G056700,6
Gohir.A09G193100,0
Gohir.D05G354900,0
Gohir.A06G160300,5
Gohir.A09G213050,10
Gohir.D05G059900,1
Gohir.A07G074300,7
Gohir.D02G203009,10
Gohir.D08G182600,1
Gohir.D02G086400,9
Gohir.D11G019200,1
Gohir.A06G064700,7
Gohir.A05G387300,10
Gohir.A05G134400,1
Gohir.D10G148500,10
Gohir.A09G199400,7
Gohir.D09G104600,10
Gohir.D10G154700,1
Gohir.D11G000200,4
Gohir.A05G363500,1
Gohir.D06G183700,1
Gohir.D12G060000,5
Gohir.A09G084800,10
Gohir.A08G230800,0
Gohir.D05G277100,10
Gohir.D04G027100,1
Gohir.A07G175800,1
Gohir.D05G187300,0
Gohir.D07G079000,7
Gohir.D09G031500,7
Gohir.A05G409100,5
Gohir.A07G228100,0
Gohir.A10G109600,5
Gohir.D06G027500,6
Gohir.D08G195900,1
Gohir.D07G001100,3
Gohir.A01G038100,6
Gohir.A06G148800,5
Gohir.D02G072600,10
Gohir.D03G172600,10
Gohir.D06G078800,4
Gohir.D05G077400,7
Gohir.A13G025100,10
Gohir.D11G222600,10
Gohir.D13G089500,4
Gohir.A13G180000,1
Gohir.D12G238100,7
Gohir.D01G055100,2
Gohir.D11G016300,0
Gohir.D09G034200,1
Gohir.A01G166400,6
Gohir.D11G298500,1
Gohir.D01G052200,7
Gohir.D05G215500,5
Gohir.D02G203028,10
Gohir.D06G151500,1
Gohir.A08G144500,1
Gohir.D06G050800,9
Gohir.D11G255100,9
Gohir.A06G030325,7
Gohir.A05G301000,6
Gohir.A09G219200,9
Gohir.A13G173100,7
Gohir.D02G206800,1
Gohir.D08G016700,6
Gohir.D11G297700,6
Gohir.D10G003400,10
Gohir.D12G005600,0
Gohir.A07G138800,2
Gohir.D05G123500,6
Gohir.D04G124500,9
Gohir.D10G026600,6
Gohir.A02G009700,4
Gohir.D01G168300,10
Gohir.A02G045700,5
Gohir.A02G116600,10
Gohir.D05G148300,0
Gohir.A03G182100,4
Gohir.D02G045200,6
Gohir.D05G222000,5
Gohir.D06G163800,1
Gohir.A05G249200,10
Gohir.D11G239800,9
Gohir.A05G366000,10
Gohir.D03G065200,1
Gohir.A05G314600,6
Gohir.A10G087300,5
Gohir.A12G174000,7
Gohir.A09G057800,9
Gohir.D05G080200,5
Gohir.D10G247600,7
Gohir.A04G028404,9
Gohir.A05G063000,1
Gohir.A05G018200,8
Gohir.D10G072300,0
Gohir.D12G077700,6
Gohir.A05G320000,10
Gohir.A13G165700,10
Gohir.A06G158700,10
Gohir.A03G048900,5
Gohir.A01G222400,0
Gohir.A09G035000,0
Gohir.D05G087900,1
Gohir.D07G112600,7
Gohir.A11G125200,10
Gohir.D05G202200,6
Gohir.A03G118500,0
Gohir.D13G209800,9
Gohir.A02G134105,7
Gohir.D04G151900,1
Gohir.D13G088300,7
Gohir.A11G260600,7
Gohir.A02G155100,5
Gohir.A07G055600,10
Gohir.A04G018000,4
Gohir.D08G180500,1
Gohir.D13G007600,6
Gohir.D12G111300,2
Gohir.A13G052100,1
Gohir.D11G104100,0
Gohir.D05G006300,11
Gohir.D06G012900,1
Gohir.D07G200700,5
Gohir.D06G203100,7
