gene,umap1,umap2,program
Gohir.A06G036700,-1.9069283,-0.024093129,4
Gohir.D05G367984,-1.3052083,-4.5003557,6
Gohir.A05G204400,-1.220025,-0.17051607,4
Gohir.A12G018300,-2.6318781,0.11905759,6
Gohir.D12G143700,10.13647,3.6509063,10
Gohir.D13G010100,-1.6530076,-1.2185248,6
Gohir.D05G042166,-6.595678,1.3027755,1
Gohir.A05G274800,13.405786,3.9536479,10
Gohir.D13G164200,13.2840605,3.850777,10
Gohir.D05G284400,-1.7506377,4.8189144,5
Gohir.A01G065400,7.112799,1.2487211,3
Gohir.D09G153100,13.783968,6.3106275,7
Gohir.A06G199200,-3.621474,2.8900135,9
Gohir.A07G066200,-3.312288,3.2510147,9
Gohir.D13G135900,-0.4967131,5.3801413,5
Gohir.A04G089300,-5.4592557,-3.904368,6
Gohir.D08G217300,2.9530678,-1.3970624,11
Gohir.A10G102486,12.737506,4.5008335,10
Gohir.A11G030700,-0.3800871,4.5586905,5
Gohir.A08G231400,-6.201985,0.31440276,1
Gohir.A09G059800,8.374902,3.506859,10
Gohir.A11G174800,-4.8612742,-2.7413363,6
Gohir.A10G238100,-3.0870469,1.6626697,4
Gohir.A02G033500,4.122648,-1.3938752,11
Gohir.D06G132500,-2.3598385,1.6298391,4
Gohir.A05G346200,-2.1352048,0.06818114,4
Gohir.A09G186600,-3.774378,3.9869916,9
Gohir.A01G090400,12.465603,0.7636063,0
Gohir.D05G351900,13.048046,1.4085865,10
Gohir.D05G204400,-5.0802417,-2.1738832,1
Gohir.D04G066400,-2.9569354,-1.0095589,6
Gohir.D10G250500,13.370864,0.99428463,0
Gohir.A11G278700,-3.5881536,3.1076236,9
Gohir.A07G009300,8.97884,0.852301,3
Gohir.D05G044400,11.63962,5.651219,10
Gohir.A01G073000,11.952781,4.486085,10
Gohir.D01G060300,-2.3274298,2.5335338,4
Gohir.A04G113700,8.303979,0.17746983,3
Gohir.A03G130201,-1.4217604,-4.658794,6
Gohir.A01G223300,-3.983697,4.8804913,9
Gohir.A05G061900,-5.10976,2.6109228,9
Gohir.D08G195100,-3.6344879,5.819307,4
Gohir.A06G083500,14.4864,8.683321,7
Gohir.A05G265700,2.8338327,-1.3616985,11
Gohir.D03G121900,12.621517,4.438907,10
Gohir.D12G051700,13.430817,1.4862691,0
Gohir.A11G078300,-5.4133224,4.1126256,9
Gohir.A10G064200,-6.3897676,3.8303797,9
Gohir.D07G006400,14.175497,5.903796,7
Gohir.A05G059900,-0.91793203,5.317691,5
Gohir.D02G225900,-3.4764974,-0.2902769,1
Gohir.A09G124700,-2.0813012,1.5524822,4
Gohir.A07G055300,15.074442,5.3195124,7
Gohir.A13G058400,14.985651,4.6455045,7
Gohir.A05G191700,11.250207,-0.58127785,0
Gohir.A09G167200,7.8619285,2.3957522,3
Gohir.A11G307100,13.149821,3.8906014,10
Gohir.D03G074600,11.189071,1.9045416,10
Gohir.A05G277500,2.9606256,-1.7887201,11
Gohir.D05G325600,11.579319,2.6150916,10
Gohir.D06G166500,-1.2320666,6.0557485,5
Gohir.D05G015100,10.356904,0.8599536,0
Gohir.D09G192980,-5.9220214,-0.5965351,1
Gohir.D07G056200,15.387967,4.124872,7
Gohir.A01G063200,11.435288,3.4020767,10
Gohir.D05G387600,-1.8073449,5.7841887,5
Gohir.A12G188200,14.083002,4.154818,10
Gohir.A05G341400,-4.005135,1.9533395,9
Gohir.D09G214400,-2.1846013,-2.7884417,6
Gohir.D06G167100,-1.3098843,0.71898055,4
Gohir.D02G176200,3.2455957,-1.9827172,11
Gohir.A11G135200,-3.7662024,3.9047925,9
Gohir.A05G186300,-0.3529387,-1.7684166,2
Gohir.A11G030900,-0.59206235,-3.430109,2
Gohir.D01G193700,13.336142,1.4916052,0
Gohir.D13G170500,-1.3893292,4.28159,5
Gohir.D11G048700,-3.8627937,4.6014876,9
Gohir.A05G296800,7.130266,1.0799941,3
Gohir.D10G071800,8.546687,-0.18587627,3
Gohir.D04G019400,0.040015385,-2.2920907,2
Gohir.A08G213000,-4.631278,1.8816983,1
Gohir.D02G229800,-4.875072,-1.3116686,1
Gohir.D03G138400,-3.5988941,-1.4277204,6
Gohir.D11G012400,11.282868,6.802367,7
Gohir.A09G158900,-5.3032084,-1.8968469,1
Gohir.D12G227900,-0.9394324,5.222135,5
Gohir.A12G225300,-1.361068,5.3160834,5
Gohir.D08G102001,11.28527,-0.115304455,0
Gohir.A07G078200,-3.0977094,-1.3624686,6
Gohir.D01G061900,-0.17592564,6.2495766,5
Gohir.D11G183000,-1.8392591,3.9471893,5
Gohir.D13G228700,7.556852,2.04157,3
Gohir.D10G067300,-1.4945339,-2.2226243,6
Gohir.A11G324500,-0.46450898,1.4344133,4
Gohir.A09G052300,-1.9957964,4.6807823,5
Gohir.A07G056500,13.79121,7.8926606,7
Gohir.D01G042758,-2.9038818,-2.002464,6
Gohir.A05G068100,9.01999,0.8269475,0
Gohir.A12G152400,13.2066555,-0.8118698,0
Gohir.D03G159900,9.409531,2.244317,10
Gohir.A07G055700,10.01629,0.34910986,0
Gohir.A11G297350,-4.3359447,0.19212228,1
Gohir.D07G088000,-1.2457576,1.267475,4
Gohir.D09G156600,11.910159,5.802949,10
Gohir.D11G299200,9.600885,5.607452,10
Gohir.D03G102800,-0.9179254,0.7428975,4
Gohir.A05G358400,15.185639,3.830978,10
Gohir.A05G170900,-4.282426,0.16187264,1
Gohir.D09G139000,10.008417,0.043007676,0
Gohir.A10G198966,-4.7584395,-2.7611873,6
Gohir.A05G130200,-4.8534694,-3.8434725,6
Gohir.A06G025300,-1.8994368,5.4821954,5
Gohir.A11G123200,13.162192,3.7326639,10
Gohir.D03G000800,-1.7122976,-2.78011,6
Gohir.D07G113400,-1.3884567,-2.1597774,6
Gohir.D08G026000,-0.20991197,5.878746,5
Gohir.D09G128400,12.1865425,7.051385,7
Gohir.D01G045300,7.9173636,2.3690062,3
Gohir.D09G206400,1.9838544,-2.0946498,2
Gohir.D07G037000,8.800647,4.182885,10
Gohir.A06G193400,-3.9189763,-3.8369067,6
Gohir.D10G071232,-4.3386273,4.9390173,9
Gohir.A05G187900,-2.033636,-1.6520327,6
Gohir.D13G179100,0.65369904,-2.6640587,2
Gohir.D04G105100,-5.147036,1.7572857,1
Gohir.A11G325632,11.06538,3.2639146,10
Gohir.A12G210200,-4.572381,-4.3115897,1
Gohir.D05G216400,-2.3448193,-4.4592447,6
Gohir.A04G090300,9.88135,2.211992,10
Gohir.A13G121700,14.305984,3.1514568,10
Gohir.A05G228500,-0.4825976,1.3585931,4
Gohir.A08G002100,14.024704,2.3045924,10
Gohir.D11G287200,10.670621,7.851133,7
Gohir.A05G250000,-5.1270266,-3.5849404,6
Gohir.D03G105600,-3.8051221,-5.0242696,6
Gohir.D03G144400,7.0289335,1.427666,3
Gohir.D11G071900,15.094152,4.2948484,10
Gohir.A11G115300,-2.6923614,1.5347265,4
Gohir.A07G069800,-1.4475626,-4.380497,6
Gohir.A12G101700,-6.27868,2.7890983,9
Gohir.A09G125800,-3.7599156,-4.1073623,6
Gohir.D12G129700,-0.38151848,4.869771,5
Gohir.A03G096600,-2.6369534,2.0824332,4
Gohir.A12G187200,-0.64777714,-3.9892435,2
Gohir.A11G322800,-2.9986188,-2.6505048,6
Gohir.A07G132600,-4.9036283,4.654222,9
Gohir.A10G210400,-3.9286673,-2.9444897,6
Gohir.D12G188600,10.574379,7.9381146,7
Gohir.A03G180200,9.627437,2.1623547,10
Gohir.A06G057300,-4.1420207,2.7844496,9
Gohir.D07G225400,13.9044075,6.5039635,7
Gohir.A03G020200,12.036563,2.2494082,10
Gohir.D11G177300,-0.23627529,6.290014,5
Gohir.A11G089866,9.951605,4.2374005,10
Gohir.A08G200100,4.828671,-0.6153118,11
Gohir.D05G007100,-1.4010729,-4.952831,6
Gohir.D12G106700,10.917703,7.7907405,7
Gohir.A05G014200,-4.8500776,0.14443457,1
Gohir.D06G005500,13.578502,7.6166,7
Gohir.A11G107800,-0.2416084,1.3218671,4
Gohir.A11G025100,-2.086043,-0.9595909,6
Gohir.D06G099900,14.041307,7.392876,7
Gohir.A03G194300,-3.5936563,1.5114537,1
Gohir.A07G198300,-1.0559051,-2.2336206,2
Gohir.D09G205100,-2.9105527,0.9687891,4
Gohir.D10G119200,12.913416,-0.38525385,0
Gohir.D01G109400,-3.0829062,1.4707962,4
Gohir.A03G011100,-2.3057544,-1.1524209,6
Gohir.D12G235800,11.700529,5.5701647,10
Gohir.A06G125904,14.720647,5.03914,10
Gohir.D05G245401,-0.01133246,6.2760572,5
Gohir.A03G155000,-1.8292131,4.8509107,5
Gohir.A05G058500,-3.8314366,-3.0099587,6
Gohir.D07G013000,-4.773356,-2.8417163,6
Gohir.D11G218700,14.554707,8.662,7
Gohir.A12G131000,-3.8039439,-4.4136147,6
Gohir.A08G134900,-2.4440582,-4.8943486,6
Gohir.D13G133900,-3.956844,5.0382714,9
Gohir.A05G157400,10.492012,1.938484,10
Gohir.A10G206900,12.701971,2.2185662,10
Gohir.A05G117900,14.602436,7.8501344,7
Gohir.A13G044500,-2.6690738,0.5232476,4
Gohir.D07G103900,3.263841,-2.1426651,11
Gohir.A05G062400,12.53531,0.9826297,0
Gohir.D10G067400,-5.179111,3.4051292,9
Gohir.D01G154200,-1.4947734,5.104931,5
Gohir.A06G014000,13.545601,7.1459117,7
Gohir.D10G243300,-1.6356051,-3.0129833,6
Gohir.A01G171000,10.593839,7.828576,7
Gohir.D06G019100,15.274208,4.4316535,7
Gohir.D06G171051,9.606194,2.3434389,10
Gohir.D03G055100,-2.2946239,3.7561932,5
Gohir.D04G071100,-6.175352,-0.56202155,1
Gohir.D04G181300,-4.074557,3.9161327,9
Gohir.A11G195800,11.061881,7.689132,7
Gohir.A06G209400,15.246619,4.586088,7
Gohir.D04G021800,12.129912,6.974184,7
Gohir.A08G139200,-3.2037618,-2.7955487,6
Gohir.A05G103100,-3.0105932,-2.3996847,6
Gohir.D11G243200,10.3850355,6.965942,7
Gohir.A06G208400,11.466696,0.3136765,10
Gohir.D12G134900,-3.4537504,-4.395959,6
Gohir.A01G226400,12.770044,5.9196377,7
Gohir.A07G101200,9.77866,-1.2506093,8
Gohir.A05G397900,15.364363,5.35052,7
Gohir.D11G007700,8.193127,0.66680855,3
Gohir.A11G126800,-3.4794934,-4.2034135,6
Gohir.A05G319400,-4.7890444,-1.5258752,1
Gohir.D10G058200,-4.5262017,3.4089627,9
Gohir.A01G228800,-5.333549,-1.2105734,1
Gohir.D04G002800,13.088522,4.2598724,10
Gohir.D03G018800,-3.947369,0.3152769,1
Gohir.A05G180200,13.339527,1.3836819,0
Gohir.A04G065642,-4.635728,2.6465936,9
Gohir.A12G117400,10.464504,8.0621195,7
Gohir.A13G027200,-0.5283043,-4.55099,6
Gohir.A09G095100,-4.0622926,-0.49061278,1
Gohir.D04G088400,-1.1503562,-4.1306863,6
Gohir.A09G221600,0.34496638,-1.7716722,2
Gohir.D11G209600,-1.9389733,0.7428382,4
Gohir.D01G005700,7.095574,1.5478472,3
Gohir.D11G132300,-4.7635407,-2.7527196,6
Gohir.A13G163100,9.825986,-0.7502705,0
Gohir.A13G164650,-5.7775087,-2.755717,1
Gohir.D04G091200,12.649709,6.9527807,7
Gohir.A08G170632,13.624752,0.6493064,0
Gohir.D07G198400,-6.208611,-0.00012857979,1
Gohir.A02G090700,-4.1232886,3.482637,9
Gohir.A02G026600,-5.8982525,1.5675781,1
Gohir.A10G156100,8.564234,1.1805024,3
Gohir.A07G072000,12.409677,7.5071325,7
Gohir.A13G157200,10.7285595,5.593071,10
Gohir.A07G155800,12.315222,6.1318083,10
Gohir.A10G070500,-5.9657354,1.9668123,9
Gohir.D02G140850,11.755884,6.912528,7
Gohir.A10G010300,-1.131154,4.772519,5
Gohir.A12G218600,-3.7272646,5.521663,9
Gohir.D08G141800,2.8165073,-1.8250256,11
Gohir.D09G166000,12.039065,-0.6477049,0
Gohir.D05G192900,-3.780191,2.8703883,9
Gohir.D02G068600,10.721219,7.018218,7
Gohir.D06G122000,-0.48073915,5.3589077,5
Gohir.D09G144500,-4.0827665,3.041713,9
Gohir.D10G107100,-0.46107313,0.9635221,4
Gohir.A01G149236,14.222859,4.6463423,10
Gohir.D01G116400,-0.22267371,6.06158,5
Gohir.D10G202900,9.58485,-1.5215166,8
Gohir.D10G018100,-4.5983605,1.0105987,1
Gohir.A02G099200,-3.4228625,-3.5956178,6
Gohir.A02G060300,-4.15674,5.0905557,9
Gohir.A05G033300,-0.35813907,6.3596535,5
Gohir.D07G117600,13.3604555,5.261062,10
Gohir.A02G017700,0.42090648,5.322521,5
Gohir.D04G147100,9.884952,0.12017138,0
Gohir.D10G073900,-3.8527212,3.6677113,9
Gohir.A10G226600,4.547368,-1.0820606,11
Gohir.A02G058600,9.965763,-0.05709776,0
Gohir.D06G144350,11.676003,2.4122746,10
Gohir.A03G097101,0.3556528,-1.3309782,4
Gohir.D01G168600,12.849882,5.8661847,10
Gohir.D04G116100,11.692888,7.832307,7
Gohir.A02G043800,-3.9119596,-4.2494006,6
Gohir.A06G111500,-5.257305,3.779916,9
Gohir.D01G179700,11.118166,-0.53464514,0
Gohir.A10G184400,-5.157309,-1.290517,1
Gohir.A08G214200,-3.722206,3.8832662,9
Gohir.A11G028450,-1.8926548,-3.5781,6
Gohir.D02G234300,-0.51397026,5.259775,5
Gohir.A01G091700,-0.5905189,6.149585,5
Gohir.A05G389100,-3.968689,-3.4593778,6
Gohir.A04G134100,-4.542304,3.7679203,9
Gohir.A05G086700,13.147882,4.9029083,10
Gohir.A02G001000,-3.6962883,-3.5416863,6
Gohir.D11G103500,-1.8013337,0.19035782,4
Gohir.D07G005900,9.770696,5.0170836,10
Gohir.A08G216900,14.57056,8.315321,7
Gohir.D07G162200,7.128915,1.6289227,3
Gohir.A04G062500,11.636163,0.31609312,0
Gohir.D06G203300,-4.152316,-2.4758973,6
Gohir.A02G150100,-3.6246064,-3.2778833,6
Gohir.D06G163300,-1.6514937,-2.7695856,6
Gohir.A11G106300,10.733014,7.6379404,7
Gohir.A10G076400,-6.0105653,3.447655,9
Gohir.A07G086500,-4.5365453,4.5957565,9
Gohir.A06G122500,14.631309,7.0290027,7
Gohir.A09G239100,-6.194015,3.6336932,9
Gohir.D10G223600,9.8906555,0.97286296,10
Gohir.D07G187900,-1.7210416,-0.24296495,4
Gohir.A10G046100,14.4685135,8.561793,7
Gohir.A07G080400,11.205843,-0.60573786,0
Gohir.D11G333600,-3.059637,-1.096063,6
Gohir.A03G017058,-5.569828,1.6593982,1
Gohir.A11G028600,11.809498,0.7984961,0
Gohir.D07G025100,14.110796,2.2314692,0
Gohir.D02G179700,13.155723,1.3588675,10
Gohir.A09G237500,3.0694396,-2.0035949,11
Gohir.A07G091300,-4.4154377,1.8298568,9
Gohir.A01G023100,0.41904962,-1.2403663,4
Gohir.A10G220700,-1.1952837,5.678949,5
Gohir.D13G147600,3.0095012,-1.2600511,11
Gohir.D03G118900,-2.1857529,3.627905,5
Gohir.A10G155400,-6.871674,0.60035884,1
Gohir.A05G343600,8.802715,1.5260063,10
Gohir.D13G180500,11.632707,-0.79027885,0
Gohir.A05G034000,-1.5883381,0.27619228,4
Gohir.D06G087500,14.130206,2.8504176,10
Gohir.A08G248100,13.234951,6.8844814,7
Gohir.A10G210800,-7.160117,1.5553434,1
Gohir.A13G096800,9.724588,1.2677503,0
Gohir.A07G168600,-3.7110288,-2.7708108,6
Gohir.A05G186800,-3.9489856,-0.9996939,1
Gohir.A10G162900,-0.17364097,-3.3215165,8
Gohir.A05G040800,-3.4140518,1.4904807,1
Gohir.A05G393400,-5.5758405,3.977872,9
Gohir.D02G061500,9.866342,3.7022803,10
Gohir.A11G119100,-4.869611,-2.8002841,6
Gohir.A06G192300,13.390831,7.29767,7
Gohir.D08G184900,-3.409154,1.367674,1
Gohir.D07G144700,-4.283517,2.0705793,1
Gohir.D05G351000,-3.9181116,0.6186425,1
Gohir.A05G078000,-1.3058364,-0.4302594,4
Gohir.A07G079600,-2.0383132,-1.9576545,6
Gohir.A09G042400,9.607184,5.421089,10
Gohir.D09G013301,2.104016,-2.1536818,2
Gohir.D08G138900,11.263876,-0.13005105,0
Gohir.A12G241000,-5.2072926,2.0020273,9
Gohir.D06G016900,14.554012,8.600452,7
Gohir.D06G013400,-1.8692594,0.15468962,4
Gohir.D05G327700,-1.7455244,5.7059164,5
Gohir.A11G101100,8.432521,2.1644826,10
Gohir.A05G005500,-6.456265,3.7538092,9
Gohir.A03G108000,-3.9343388,-4.568089,6
Gohir.D02G126900,0.22947988,-2.0481598,2
Gohir.A01G065800,12.466562,-0.03509639,0
Gohir.A01G011500,13.867814,4.241653,10
Gohir.A04G023900,-3.4018881,-3.066477,6
Gohir.A05G198700,-3.4538124,-2.407802,6
Gohir.A12G157901,11.106283,5.8347607,10
Gohir.D12G207200,-3.3344283,0.025256358,1
Gohir.A08G238900,-3.8397439,3.818257,9
Gohir.A13G178000,-2.1208656,4.9062557,5
Gohir.D08G075800,-1.6756136,4.8620934,5
Gohir.A01G059300,7.3270545,1.9647845,3
Gohir.A13G134401,13.777494,4.1535335,10
Gohir.A05G012200,15.411133,4.377342,7
Gohir.A10G241520,-2.092378,-1.5702207,6
Gohir.A13G227100,-2.2413752,-3.5772386,6
Gohir.D05G188300,-1.8215188,-4.025369,6
Gohir.D02G052300,13.517716,1.7530708,10
Gohir.D12G182700,-0.8368066,-2.4152472,2
Gohir.A03G060400,-3.4919364,-5.1038685,6
Gohir.A13G103750,10.509181,8.091745,7
Gohir.A09G166700,-3.8702266,3.7285318,9
Gohir.D05G108400,-2.7441747,-1.0403773,6
Gohir.A05G382000,4.2302494,-1.2405872,11
Gohir.A13G048100,-1.6223636,5.012802,5
Gohir.D08G201600,-5.7895436,-0.17717549,1
Gohir.A06G048000,14.200185,3.304564,10
Gohir.D12G211300,-4.9893894,-1.9289209,1
Gohir.D02G155000,-1.2894295,4.8566003,5
Gohir.D07G215300,-1.1775937,5.405125,5
Gohir.D02G083700,2.7082903,-0.8137451,11
Gohir.D05G201500,-4.4215693,1.9629201,1
Gohir.A05G041800,-3.8984187,4.594984,9
Gohir.D10G205900,-4.321322,-2.1897624,1
Gohir.D02G019800,-0.7423798,1.282721,4
Gohir.D12G155900,13.207649,-0.85410225,0
Gohir.D05G229000,-3.1911366,-5.1107593,6
Gohir.D05G242200,0.8658795,-1.4646096,2
Gohir.D13G108200,-0.4021137,6.274289,5
Gohir.D10G174900,11.986998,6.7179346,7
Gohir.A05G283500,10.249009,7.6108603,10
Gohir.A03G122000,13.3193245,-0.5954735,0
Gohir.A12G148200,-3.6722157,-1.609608,6
Gohir.A01G083900,-4.4287868,3.562295,9
Gohir.A04G077000,13.095074,7.331874,7
Gohir.A03G035033,3.4310148,-1.2731708,11
Gohir.A02G159966,-6.3219285,-0.1501651,1
Gohir.D05G352500,-5.629193,4.1876464,9
Gohir.D10G057900,-0.38633916,-1.9616272,2
Gohir.A10G044400,4.038405,-1.5288612,11
Gohir.A05G044900,-2.0328937,3.6823833,5
Gohir.D10G095700,-6.2378,3.0491989,9
Gohir.A11G167900,-5.7566276,2.1215906,9
Gohir.D13G001700,-4.2548733,1.8377318,9
Gohir.A07G022172,-0.45503777,-3.309207,2
Gohir.A05G156000,11.669366,5.0946803,10
Gohir.D12G136500,0.48989913,5.4989967,5
Gohir.A02G022900,-7.0345526,0.72738785,1
Gohir.A01G058800,12.683973,3.4246264,10
Gohir.A03G212400,10.197465,3.6261752,10
Gohir.D07G095500,-1.7533815,0.30313075,4
Gohir.D12G017100,14.416865,1.9677482,0
Gohir.D09G241400,-2.2311316,3.951449,5
Gohir.A12G237000,-0.75673354,4.3519487,5
Gohir.D07G019400,10.196728,7.6791606,10
Gohir.D01G100100,10.852106,6.805951,7
Gohir.A05G134600,9.4979515,-1.6576655,8
Gohir.D07G070600,-2.4868066,-1.5574158,6
Gohir.A04G103500,-2.1867423,4.2437134,5
Gohir.A04G042000,12.292513,4.5456977,10
Gohir.D05G073101,-0.46533945,-3.8066761,2
Gohir.D03G036300,-2.3707004,2.207306,1
Gohir.A09G084400,-1.1679858,5.96279,5
Gohir.D12G019000,10.095398,6.85726,10
Gohir.A09G139500,-4.645412,-0.70799774,1
Gohir.A06G132900,-6.3050227,0.34786385,1
Gohir.D12G277100,-4.3507237,0.9205352,1
Gohir.D01G048200,-5.3707476,1.595758,1
Gohir.D10G038200,-5.0030394,-2.843579,6
Gohir.A11G029700,11.814741,0.5598155,0
Gohir.A05G315400,14.1051655,7.0324306,7
Gohir.D07G136200,13.40928,6.924679,7
Gohir.A01G151454,11.906859,7.289573,7
Gohir.A10G125900,14.092706,6.218856,7
Gohir.D12G212900,-3.4892943,-3.1044505,6
Gohir.D12G248800,-2.8672922,-2.4549236,6
Gohir.A05G313300,-7.1279364,1.3289478,1
Gohir.D13G074100,-2.0554202,4.1120872,5
Gohir.A02G135200,14.544697,8.630599,7
Gohir.D11G220900,13.818907,3.9303617,10
Gohir.D05G321000,14.161578,2.8547564,10
Gohir.D09G092400,9.752777,1.782512,10
Gohir.A02G031900,-1.4972147,-4.590696,6
Gohir.A13G149100,-2.0928025,-0.91031295,6
Gohir.D10G047300,14.562583,8.653646,7
Gohir.D11G314900,-3.520019,2.239215,9
Gohir.A11G202500,12.489575,0.28238177,0
Gohir.A03G166100,4.7322445,-0.7320943,11
Gohir.A10G037800,10.67382,8.231969,7
Gohir.D01G016866,9.990741,1.8018125,10
Gohir.A06G189550,14.01822,5.0966535,7
Gohir.D03G117100,-2.2429504,4.146837,5
Gohir.A04G116400,-5.596222,1.7412952,1
Gohir.D11G077000,-1.896042,5.0177827,5
Gohir.D07G210700,-0.6079463,1.3528223,4
Gohir.A08G085500,10.544718,6.301906,10
Gohir.D10G032600,-2.0171893,0.073729314,4
Gohir.A11G035400,-2.3118424,-1.0845531,6
Gohir.D06G022400,-1.5850103,5.880204,5
Gohir.D01G044425,-2.1462572,-4.024384,6
Gohir.D09G160100,10.520464,8.1561775,7
Gohir.A11G312000,-2.295072,-4.6389804,6
Gohir.D11G298600,-6.0874276,-2.6982267,1
Gohir.D13G064900,-1.8393091,5.30971,5
Gohir.D05G043500,-3.6993296,4.5828795,9
Gohir.D01G009000,7.7004676,0.13180111,3
Gohir.1Z049781,9.116877,-0.43436533,0
Gohir.D11G234100,14.232626,0.9314658,0
Gohir.D12G104600,14.082979,2.4130867,10
Gohir.A07G035200,-3.2834718,-2.9935708,6
Gohir.A05G388100,-4.5498896,-2.7700596,6
Gohir.D08G200000,-2.0814528,-1.0913068,6
Gohir.D02G189500,3.1782782,-0.9503232,11
Gohir.D06G205200,-2.177759,1.6971191,4
Gohir.D05G141200,-1.851339,-3.5305698,6
Gohir.A08G097000,7.04125,1.2893016,3
Gohir.D11G274900,-2.1442084,3.171709,5
Gohir.A04G091000,-4.2583575,1.8528423,9
Gohir.D12G205500,10.977698,7.575813,7
Gohir.D08G143300,-3.8556983,4.968665,9
Gohir.A08G083600,-4.9484262,1.2437682,1
Gohir.A10G096800,11.715328,6.8778834,7
Gohir.D11G059500,-3.1916256,3.1529047,9
Gohir.D01G144100,-5.308108,-3.8251162,6
Gohir.A06G199700,-4.807496,2.8438897,9
Gohir.A11G237200,13.090777,6.856982,7
Gohir.D05G317300,-1.1087914,0.65852445,4
Gohir.D11G174200,1.2644157,-1.0639032,4
Gohir.D04G135800,4.7043724,-1.127903,11
Gohir.A07G105200,-1.5887628,4.087998,5
Gohir.A02G127600,7.504693,1.5257705,3
Gohir.A13G140600,-4.303073,-0.20910016,1
Gohir.A05G179400,-2.1600628,3.619099,5
Gohir.D08G101000,-1.7255114,1.7741703,4
Gohir.A05G144700,14.029144,3.3670275,10
Gohir.D07G232200,-4.2481833,0.9163612,1
Gohir.A04G014200,-2.2804751,-1.2494555,6
Gohir.D13G168700,9.627279,1.1083295,0
Gohir.D06G157300,-0.6387297,1.3819643,4
Gohir.A12G226600,13.908327,5.9206815,7
Gohir.D07G099800,-3.956828,3.6385317,9
Gohir.D13G007900,9.569954,0.10630269,0
Gohir.D05G084400,10.155688,0.2634983,0
Gohir.D11G274100,13.190643,-0.8177421,0
Gohir.A04G089500,-3.2461317,-0.38048598,6
Gohir.A04G137700,10.834479,0.9543472,10
Gohir.A09G209700,14.142889,7.385823,7
Gohir.D12G077900,-2.1358,-4.3204117,6
Gohir.D09G033700,-1.8654737,-4.838464,6
Gohir.A02G081503,-3.6650894,5.7302446,4
Gohir.A10G011100,-2.508879,1.7120243,4
Gohir.A06G007000,-3.3941429,-2.7335403,6
Gohir.D07G120101,-0.88833123,4.819164,5
Gohir.D04G004100,-4.9050694,-2.8766336,6
Gohir.D05G386000,-3.9121122,4.922017,9
Gohir.A12G267550,10.126772,5.9432135,10
Gohir.D06G051300,-4.016099,2.622486,9
Gohir.D09G103400,10.279626,3.9573255,10
Gohir.D02G034200,-5.814622,1.1473578,1
Gohir.D07G034000,3.2193992,-1.8786532,11
Gohir.D05G273200,9.640312,0.85440576,0
Gohir.D05G228100,8.356563,2.8653538,3
Gohir.D09G117200,-0.57373536,-2.6764617,2
Gohir.A11G063000,-6.0066423,0.31863865,1
Gohir.A05G415100,-1.4135251,-4.9259496,6
Gohir.D13G050300,-3.0908358,-5.034871,6
Gohir.A04G088800,-5.908563,1.3614224,1
Gohir.A05G266100,-1.5553027,4.275114,5
Gohir.A07G228900,-6.41411,-2.3209915,1
Gohir.A02G097301,-1.6357554,-0.876931,6
Gohir.D05G250200,11.993765,6.3397603,7
Gohir.D05G356400,-1.7818899,-3.0971558,6
Gohir.A05G282600,-1.8539658,5.411081,5
Gohir.D07G234600,14.845377,3.0586417,10
Gohir.D06G017600,12.283482,-0.4257869,0
Gohir.D06G040900,-1.7613288,-2.3912597,6
Gohir.D06G049400,10.570182,-0.64335024,0
Gohir.D03G085800,-1.994529,-2.7888875,6
Gohir.A01G214800,-3.3988082,5.976935,3
Gohir.D01G141800,1.1048111,-2.5702689,2
Gohir.D12G247100,10.860517,0.8080799,0
Gohir.D03G141800,-4.918555,-2.9443862,1
Gohir.D10G014900,-4.145307,4.978799,9
Gohir.D05G227700,3.2410774,-0.7139993,11
Gohir.A13G010000,-2.9049473,-0.43780914,6
Gohir.A08G158000,8.081713,2.2106943,3
Gohir.D05G210300,0.35690475,5.4709997,5
Gohir.A07G231400,1.5444998,-1.049742,4
Gohir.D13G069800,9.259311,0.05459823,0
Gohir.D01G100300,-6.365621,-0.59629023,1
Gohir.D10G092500,-1.3830737,-2.5270941,6
Gohir.A01G200800,3.7422912,-1.6426458,11
Gohir.A11G036600,-3.4598436,-0.270313,1
Gohir.D10G244516,-2.3661609,-3.8177645,6
Gohir.A08G221676,-5.531633,3.8948557,9
Gohir.D11G032400,-1.9121327,3.3979988,5
Gohir.D04G050000,12.60515,-0.2563413,0
Gohir.D11G165500,-0.44324732,1.2740549,4
Gohir.A05G172700,-3.7451527,-0.5380417,1
Gohir.A04G061100,9.988948,4.418768,10
Gohir.A01G155800,-0.019566786,6.4192805,5
Gohir.A09G086400,11.001527,7.673111,7
Gohir.A02G124500,-5.8660903,-2.4294012,1
Gohir.D07G122132,-0.5242161,-4.555425,6
Gohir.A13G130500,-3.9847074,4.89794,9
Gohir.A11G017900,-0.544958,-2.709231,2
Gohir.A13G142600,-5.6435556,-0.5043844,1
Gohir.A12G254700,-1.3791374,5.3223677,5
Gohir.A10G212900,8.436614,1.308844,3
Gohir.D08G176300,7.760494,2.3633087,3
Gohir.D02G056300,-1.3097436,0.79002607,4
Gohir.D12G201000,8.963918,-0.40727556,0
Gohir.A11G109600,9.389834,-1.4938911,8
Gohir.D02G213800,-4.1640096,2.5592334,9
